method,model,execFolder,round,value
SSMC,blang.validation.internals.fixtures.Diffusion$Builder,exec_11,9,304.1424691910688
SSMC,blang.validation.internals.fixtures.Diffusion$Builder,exec_11,10,617.2861550047745
SSMC,blang.validation.internals.fixtures.Diffusion$Builder,exec_11,11,1206.7916171630861
SSMC,blang.validation.internals.fixtures.Diffusion$Builder,exec_11,12,2501.0592748348427
SSMC,blang.validation.internals.fixtures.Diffusion$Builder,exec_11,13,4782.732279596344
SSMC,blang.validation.internals.fixtures.Diffusion$Builder,exec_11,14,9424.557031951997
SSMC,blang.validation.internals.fixtures.Diffusion$Builder,exec_11,15,18530.80991945316
SSMC,demos.PhylogeneticTree$Builder,exec_36,1,2.8787497483778646
SSMC,demos.PhylogeneticTree$Builder,exec_36,2,2.484554017573204
SSMC,demos.PhylogeneticTree$Builder,exec_36,3,2.2426998575728456
SSMC,demos.PhylogeneticTree$Builder,exec_36,4,3.526116500982473
SSMC,demos.PhylogeneticTree$Builder,exec_36,5,5.243337907346168
SSMC,demos.PhylogeneticTree$Builder,exec_36,6,7.021229106721753
SSMC,demos.PhylogeneticTree$Builder,exec_36,7,16.801443528959798
SSMC,demos.PhylogeneticTree$Builder,exec_36,8,44.67380273610673
SSMC,demos.PhylogeneticTree$Builder,exec_36,9,87.76911368665162
SSMC,demos.PhylogeneticTree$Builder,exec_36,10,177.79251561248435
SSMC,demos.PhylogeneticTree$Builder,exec_36,11,339.6831892683523
SSMC,demos.PhylogeneticTree$Builder,exec_36,12,690.4999083251873
SSMC,demos.PhylogeneticTree$Builder,exec_36,13,1430.893184687315
SSMC,demos.PhylogeneticTree$Builder,exec_36,14,2759.265629171355
SSMC,demos.PhylogeneticTree$Builder,exec_36,15,5621.655339871406
SSMC,mix.SimpleMixture$Builder,exec_41,1,4.033140449036148
SSMC,mix.SimpleMixture$Builder,exec_41,2,2.1737328168136094
SSMC,mix.SimpleMixture$Builder,exec_41,3,4.142889400277295
SSMC,mix.SimpleMixture$Builder,exec_41,4,6.3006451288467575
SSMC,mix.SimpleMixture$Builder,exec_41,5,9.725911944311493
SSMC,mix.SimpleMixture$Builder,exec_41,6,13.304937968042507
SSMC,mix.SimpleMixture$Builder,exec_41,7,24.736005165418597
SSMC,mix.SimpleMixture$Builder,exec_41,8,39.26232108966722
SSMC,mix.SimpleMixture$Builder,exec_41,9,66.53656334197966
SSMC,mix.SimpleMixture$Builder,exec_41,10,134.90824979128462
SSMC,mix.SimpleMixture$Builder,exec_41,11,246.46397726428734
SSMC,mix.SimpleMixture$Builder,exec_41,12,479.0569114891166
SSMC,mix.SimpleMixture$Builder,exec_41,13,961.820313046586
SSMC,mix.SimpleMixture$Builder,exec_41,14,1873.7670356013693
SSMC,mix.SimpleMixture$Builder,exec_41,15,3785.703584357076
SSMC,demos.XY$Builder,exec_12,1,2.7412287186741
SSMC,demos.XY$Builder,exec_12,2,6.735206310427677
