method,model,execFolder,round,chain,beta,isAdapt,value
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,2,2,0.8166588318421921,true,0.57012822736801
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,2,3,0.7895702679260994,true,0.42807883512063294
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,2,4,0.6254801886694047,true,-0.4316607628634077
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,2,5,0.5645356305798591,true,1.0
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,2,6,0.4924082937008589,true,0.7936685157583335
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,2,7,0.4180344257801093,true,0.9395986306037155
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,2,8,0.35556398227866665,true,1.0
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,2,9,0.319146918657587,true,0.6873107901532225
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,2,10,0.305530559814961,true,0.7686837285389027
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,2,11,0.21261758940895478,true,0.23998102578315075
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,2,12,0.19730477102790392,true,0.7457814975070999
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,2,13,0.032013925296138,true,0.4389459923769418
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,2,14,0.03032836420917278,true,0.4339992085909454
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,2,15,0.026721963078365784,true,0.5278173564301925
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,2,16,0.02198351670083759,true,0.6202152652858204
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,2,17,0.016901819873708798,true,0.5333682333784616
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,2,18,0.010261499625272941,true,0.8589928499115783
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,2,19,0.0,true,0.04260953215718676
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,3,0,1.0,true,0.1892938216337799
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,3,1,0.8456985367482748,true,0.20428403496760822
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,3,2,0.7483737380419746,true,0.19406019749296965
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,3,3,0.6528558352895153,true,0.10049340746002144
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,3,4,0.6080609143151453,true,-0.17762172840041537
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,3,5,0.4722347339050507,true,0.5601978226212597
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,3,6,0.3447764159600647,true,0.2594113029452893
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,3,7,0.32624939042116563,true,0.5176152777841863
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,3,8,0.3041399341472704,true,0.533164435968331
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,3,9,0.253137965971566,true,0.49140640571341637
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,3,10,0.2089514231952917,true,0.19009650855014998
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,3,11,0.1854462298969679,true,0.6597572924447127
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,3,12,0.14939476346573266,true,0.3877594370057806
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,3,13,0.1093499463635267,true,0.9226199108353198
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,3,14,0.07079300762834088,true,1.0
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,3,15,0.03920517629816626,true,0.6571236701214637
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,3,16,0.025917581724752833,true,0.32473644440340704
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,3,17,0.016821921534336384,true,0.393891894158982
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,3,18,0.0057499955326031065,true,0.4223637966706661
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,3,19,0.0,true,-0.17786355705659782
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,4,0,1.0,true,0.5184014562399724
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,4,1,0.694702468008272,true,0.2611446732314015
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,4,2,0.6311847029789417,true,0.3728153369107215
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,4,3,0.5159001403985819,true,0.39448967482171793
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,4,4,0.4342070784209233,true,0.5720112511959337
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,4,5,0.3735132561512869,true,0.3126595994550001
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,4,6,0.30747181594945017,true,0.5089533687876671
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,4,7,0.25539750939654554,true,0.5808666299658543
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,4,8,0.20210827450702445,true,0.4157071089911781
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,4,9,0.1512337033873123,true,0.5589584044483157
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,4,10,0.12682116954631378,true,0.6099017928725473
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,4,11,0.10750836113041472,true,0.7435051816239772
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,4,12,0.0723936530282082,true,0.623850123939124
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,4,13,0.05476508165734029,true,0.5997675128595897
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,4,14,0.04487211453342424,true,0.6078149145129705
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,4,15,0.03452593445332991,true,0.5316458480112825
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,4,16,0.024251669627862425,true,0.6551411470047793
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,4,17,0.010162611893525268,true,0.44777222441754777
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,4,18,0.0018455981460740799,true,0.6287844014712405
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,4,19,0.0,true,-0.17892303121677633
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,5,0,1.0,true,0.2600003070863396
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,5,1,0.8352683301758086,true,0.1444350862549352
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,5,2,0.6824842990248787,true,0.03864276095126574
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,5,3,0.5391014994173065,true,0.34517978565994084
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,5,4,0.38188319862171194,true,0.3747882381127412
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,5,5,0.2851399604875733,true,0.4164455887121089
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,5,6,0.19374888287493908,true,0.4682485971173516
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,5,7,0.162133766310286,true,0.6603751635249451
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,5,8,0.1371331837479022,true,0.8543719637148045
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,5,9,0.10813708422038547,true,0.44907365475467326
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,5,10,0.0842915446700976,true,0.5593489388365479
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,5,11,0.0660907744239127,true,0.5695836529718155
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,5,12,0.04441343008391124,true,0.573251937564115
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,5,13,0.026728530994283288,true,0.5290972534972026
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,5,14,0.015782327322195,true,0.557247210421293
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,5,15,0.008069952231331272,true,0.5462980846495963
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,5,16,0.0030036446280732694,true,0.5469615068569051
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,5,17,9.293529100549895E-4,true,0.1886294390478088
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,5,18,3.226600392220951E-4,true,0.5620945574621922
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,5,19,0.0,true,0.08287185569109978
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,6,0,1.0,true,0.31789185666955944
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,6,1,0.7699904356427963,true,0.20495841245092927
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,6,2,0.6055377949770571,true,0.22863230781112065
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,6,3,0.4820946621333434,true,0.4339624752045821
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,6,4,0.3844418691739297,true,0.4912398730878959
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,6,5,0.2811147663954419,true,0.41178887763224403
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,6,6,0.23342960967595772,true,0.5570949411609022
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,6,7,0.20307565053828272,true,0.5138413766613408
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,6,8,0.16185408078805943,true,0.5142466171076729
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,6,9,0.13366190067009678,true,0.7520822926022841
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,6,10,0.10543757815531273,true,0.5479441484779461
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,6,11,0.07601478098074925,true,0.500528097465262
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,6,12,0.0525276610561098,true,0.6420876976130885
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,6,13,0.0377383086075018,true,0.7063537007830578
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,6,14,0.023503854137351766,true,0.5470814542472345
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,6,15,0.010942736861574761,true,0.7642327046281758
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,6,16,0.002953703941385764,true,0.46519771497278817
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,6,17,1.6888599155863706E-4,true,0.37480383920623295
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,6,18,2.8248123361662968E-5,true,0.8219770278023706
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,6,19,0.0,true,-0.08652049982222283
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,7,0,1.0,true,0.16147988739240957
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,7,1,0.8065651069806838,true,0.21563195051931253
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,7,2,0.6321842734777362,true,0.3416130225124396
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,7,3,0.5058803753669284,true,0.3759134843231451
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,7,4,0.39301904802513915,true,0.4278798437509829
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,7,5,0.3125215906697576,true,0.4691170292033106
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,7,6,0.24958391617569145,true,0.45596164981031334
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,7,7,0.1962482396702637,true,0.5579455550063948
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,7,8,0.1544241001106024,true,0.623871217784161
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,7,9,0.11365700273517035,true,0.6170180792128896
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,7,10,0.08804805808144109,true,0.5647333622464116
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,7,11,0.06510402712713552,true,0.5822102263984013
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,7,12,0.04327430859800732,true,0.574627032356643
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,7,13,0.02847591823652486,true,0.6392433478986622
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,7,14,0.01706713727483066,true,0.671450271892785
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,7,15,0.008213197539146832,true,0.5339816943782596
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,7,16,0.00176052721640808,true,0.4012663433564363
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,7,17,3.97618909923542E-5,true,0.788509793667772
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,7,18,1.874959866311258E-5,true,0.7546871418809636
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,7,19,0.0,true,0.03532985361564127
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,8,0,1.0,true,0.24494801313063136
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,8,1,0.7670343249571823,true,0.3401533470913572
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,8,2,0.6169436442200559,true,0.35053956108805595
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,8,3,0.49149183854796635,true,0.4321851460047567
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,8,4,0.3909453608797602,true,0.43492159536122565
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,8,5,0.30964207963839646,true,0.4920789082975063
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,8,6,0.2551943563018657,true,0.5115707984752879
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,8,7,0.2036946569965566,true,0.569503270037967
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,8,8,0.16246838070061478,true,0.5614829794108946
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,8,9,0.12303608875678539,true,0.6214612331099885
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,8,10,0.09529116004278212,true,0.6187152514156324
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,8,11,0.06876973159218265,true,0.6214712469029011
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,8,12,0.04815978337330612,true,0.6097929574938846
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,8,13,0.031939451293216584,true,0.5717007195137319
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,8,14,0.01947514577650123,true,0.6904104594449743
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,8,15,0.009926943774007805,true,0.5583249277617415
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,8,16,0.002666407465084204,true,0.37786371533771096
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,8,17,1.3500670481432478E-4,true,0.6878332532214646
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,8,18,1.9086392245052644E-5,true,0.8434557841647518
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,8,19,0.0,true,0.049708471016906765
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,9,0,1.0,true,0.19222920677939498
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,9,1,0.78084829522946,true,0.2864709618766088
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,9,2,0.6181943094555954,true,0.358597353354763
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,9,3,0.5016061266177582,true,0.32803562587518803
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,9,4,0.39918952920953227,true,0.36947661926490766
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,9,5,0.31064442632001676,true,0.5186447682375288
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,9,6,0.25135215630213237,true,0.5154757968016163
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,9,7,0.20052820235382837,true,0.5173777751673536
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,9,8,0.1585322400217718,true,0.5585035968661626
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,9,9,0.12508646734696952,true,0.5808302755516764
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,9,10,0.09395114128538486,true,0.6070688896838381
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,9,11,0.07125377937601876,true,0.5663129824771256
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,9,12,0.050841442968056996,true,0.5939736006060979
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,9,13,0.033940543526880265,true,0.5981957585487687
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,9,14,0.021299584601131415,true,0.5391909321965189
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,9,15,0.010431433156966761,true,0.5511731926866476
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,9,16,0.0030038885995842157,true,0.5113358740085407
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,9,17,6.676156453730141E-5,true,0.8036483061393157
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,9,18,1.8772187857420825E-5,true,0.8623122570127206
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,9,19,0.0,true,0.021524715343055955
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,10,0,1.0,false,0.2254911975997518
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,10,1,0.7970891643062306,false,0.26539995031215896
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,10,2,0.6249170846022166,false,0.39132656497824714
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,10,3,0.49502314799476255,false,0.380694923709837
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,10,4,0.3911387454572611,false,0.4614988912162163
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,10,5,0.3193105412795485,false,0.49351793830193397
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,10,6,0.25675034339704494,false,0.4968802539321599
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,10,7,0.20469640583452517,false,0.5327222172150169
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,10,8,0.1629481192936178,false,0.5727604380500861
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,10,9,0.12735737305088501,false,0.5839878930028096
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,10,10,0.0968016294260555,false,0.5747729227259217
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,10,11,0.07122411106318285,false,0.5973218970147666
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,10,12,0.05066159502278786,false,0.59346037885476
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,10,13,0.03444160232137769,false,0.5777521845087955
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,10,14,0.02071935043749388,false,0.58410738485999
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,10,15,0.010077553032407448,false,0.5094729543397211
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,10,16,0.002723151346814591,false,0.5567646214260782
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,10,17,4.70613577736797E-5,false,0.8555728240934302
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,10,18,1.8781095747348792E-5,false,0.8495192920529457
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_27,10,19,0.0,false,0.020053217948361436
PT-20,demos.UnidentifiableProduct$Builder,exec_35,0,0,1.0,true,-1.0
PT-20,demos.UnidentifiableProduct$Builder,exec_35,0,1,0.9473684210526315,true,-1.0
PT-20,demos.UnidentifiableProduct$Builder,exec_35,0,2,0.8947368421052632,true,-1.0
PT-20,demos.UnidentifiableProduct$Builder,exec_35,0,3,0.8421052631578947,true,1.0
PT-20,demos.UnidentifiableProduct$Builder,exec_35,0,4,0.7894736842105263,true,-1.0
PT-20,demos.UnidentifiableProduct$Builder,exec_35,0,5,0.7368421052631579,true,-1.0
PT-20,demos.UnidentifiableProduct$Builder,exec_35,0,6,0.6842105263157895,true,1.0
PT-20,demos.UnidentifiableProduct$Builder,exec_35,0,7,0.631578947368421,true,1.0
PT-20,demos.UnidentifiableProduct$Builder,exec_35,0,8,0.5789473684210527,true,1.0
PT-20,demos.UnidentifiableProduct$Builder,exec_35,0,9,0.5263157894736842,true,-1.0
PT-20,demos.UnidentifiableProduct$Builder,exec_35,0,10,0.47368421052631576,true,1.0
PT-20,demos.UnidentifiableProduct$Builder,exec_35,0,11,0.42105263157894735,true,-1.0
PT-20,demos.UnidentifiableProduct$Builder,exec_35,0,12,0.3684210526315789,true,1.0
PT-20,demos.UnidentifiableProduct$Builder,exec_35,0,13,0.3157894736842105,true,1.0
PT-20,demos.UnidentifiableProduct$Builder,exec_35,0,14,0.2631578947368421,true,-1.0
PT-20,demos.UnidentifiableProduct$Builder,exec_35,0,15,0.21052631578947367,true,-1.0
PT-20,demos.UnidentifiableProduct$Builder,exec_35,0,16,0.15789473684210525,true,1.0
PT-20,demos.UnidentifiableProduct$Builder,exec_35,0,17,0.10526315789473684,true,1.0
PT-20,demos.UnidentifiableProduct$Builder,exec_35,0,18,0.05263157894736842,true,1.0
PT-20,demos.UnidentifiableProduct$Builder,exec_35,0,19,0.0,true,-0.05153938801199627
PT-20,demos.UnidentifiableProduct$Builder,exec_35,1,0,1.0,true,-0.18295576305624914
PT-20,demos.UnidentifiableProduct$Builder,exec_35,1,1,0.8946587591007751,true,-0.32690998333698484
PT-20,demos.UnidentifiableProduct$Builder,exec_35,1,2,0.8886692914906921,true,-0.580297715083338
PT-20,demos.UnidentifiableProduct$Builder,exec_35,1,3,0.8613354292340162,true,-0.40088454416528224
PT-20,demos.UnidentifiableProduct$Builder,exec_35,1,4,0.6835073961485492,true,-0.2535252375533704
PT-20,demos.UnidentifiableProduct$Builder,exec_35,1,5,0.6747885671593161,true,0.0036809751318171427
PT-20,demos.UnidentifiableProduct$Builder,exec_35,1,6,0.643911377993842,true,0.015140177453247746
PT-20,demos.UnidentifiableProduct$Builder,exec_35,1,7,0.3520152813354445,true,-0.5062014273544687
PT-20,demos.UnidentifiableProduct$Builder,exec_35,1,8,0.34032144929936753,true,-0.016061104972411682
PT-20,demos.UnidentifiableProduct$Builder,exec_35,1,9,0.32131474756260836,true,-1.0
PT-20,demos.UnidentifiableProduct$Builder,exec_35,1,10,0.10466599226903835,true,-0.5944242248695951
PT-20,demos.UnidentifiableProduct$Builder,exec_35,1,11,0.09245592385217681,true,-0.07093894323220808
PT-20,demos.UnidentifiableProduct$Builder,exec_35,1,12,0.07297474079324373,true,0.21459985780340302
PT-20,demos.UnidentifiableProduct$Builder,exec_35,1,13,0.05663581211801455,true,0.19112478384866424
PT-20,demos.UnidentifiableProduct$Builder,exec_35,1,14,0.05217798882562394,true,0.08025420152461149
PT-20,demos.UnidentifiableProduct$Builder,exec_35,1,15,0.046732577774137654,true,1.0
PT-20,demos.UnidentifiableProduct$Builder,exec_35,1,16,0.03674585116959079,true,-0.02127761516489129
PT-20,demos.UnidentifiableProduct$Builder,exec_35,1,17,0.024264031208224658,true,-0.19708931776455735
PT-20,demos.UnidentifiableProduct$Builder,exec_35,1,18,0.011333340086280622,true,-0.23282429184778444
PT-20,demos.UnidentifiableProduct$Builder,exec_35,1,19,0.0,true,-0.220215430196026
PT-20,demos.UnidentifiableProduct$Builder,exec_35,2,0,1.0,true,-0.03925122340409629
PT-20,demos.UnidentifiableProduct$Builder,exec_35,2,1,0.7511145898168483,true,0.4337734389053279
PT-20,demos.UnidentifiableProduct$Builder,exec_35,2,2,0.47600893533854793,true,-0.2940988582517311
PT-20,demos.UnidentifiableProduct$Builder,exec_35,2,3,0.3456368199055847,true,-0.3175373100877777
PT-20,demos.UnidentifiableProduct$Builder,exec_35,2,4,0.20651400440104975,true,-0.23743035937084225
PT-20,demos.UnidentifiableProduct$Builder,exec_35,2,5,0.14122428943775506,true,0.08529788016192004
PT-20,demos.UnidentifiableProduct$Builder,exec_35,2,6,0.11230573175156154,true,-0.08411789977987698
PT-20,demos.UnidentifiableProduct$Builder,exec_35,2,7,0.10491913665349448,true,1.0
PT-20,demos.UnidentifiableProduct$Builder,exec_35,2,8,0.07634650624788847,true,-0.3346583575125028
PT-20,demos.UnidentifiableProduct$Builder,exec_35,2,9,0.04594140401218683,true,0.16597474810772544
PT-20,demos.UnidentifiableProduct$Builder,exec_35,2,10,0.03883000827642138,true,-0.17701894712132357
PT-20,demos.UnidentifiableProduct$Builder,exec_35,2,11,0.01900706034730737,true,0.12024882795372811
PT-20,demos.UnidentifiableProduct$Builder,exec_35,2,12,0.011479121098324859,true,0.3666838239843551
PT-20,demos.UnidentifiableProduct$Builder,exec_35,2,13,0.007538125156528528,true,0.14969743644100758
PT-20,demos.UnidentifiableProduct$Builder,exec_35,2,14,0.004943025603978935,true,0.7910082911225684
PT-20,demos.UnidentifiableProduct$Builder,exec_35,2,15,0.0033465753706687727,true,0.11375116825685065
PT-20,demos.UnidentifiableProduct$Builder,exec_35,2,16,0.0024014110751069155,true,1.0
PT-20,demos.UnidentifiableProduct$Builder,exec_35,2,17,0.0017601693358022476,true,-0.11748523319487095
PT-20,demos.UnidentifiableProduct$Builder,exec_35,2,18,0.0010754867712636491,true,-0.16204624523649713
PT-20,demos.UnidentifiableProduct$Builder,exec_35,2,19,0.0,true,-0.12986424442661057
PT-20,demos.UnidentifiableProduct$Builder,exec_35,3,0,1.0,true,-0.3381979674102649
PT-20,demos.UnidentifiableProduct$Builder,exec_35,3,1,0.6728046211635822,true,-0.06580912558809977
PT-20,demos.UnidentifiableProduct$Builder,exec_35,3,2,0.5351618423157347,true,0.45507893835564633
PT-20,demos.UnidentifiableProduct$Builder,exec_35,3,3,0.3951538545884302,true,0.03780635803183134
PT-20,demos.UnidentifiableProduct$Builder,exec_35,3,4,0.215058781126989,true,0.36827919041137097
PT-20,demos.UnidentifiableProduct$Builder,exec_35,3,5,0.12615513649958504,true,-0.045414695265329465
PT-20,demos.UnidentifiableProduct$Builder,exec_35,3,6,0.05737456599555427,true,-0.07656191550747762
PT-20,demos.UnidentifiableProduct$Builder,exec_35,3,7,0.03406738144935962,true,0.27651975928558037
PT-20,demos.UnidentifiableProduct$Builder,exec_35,3,8,0.013557471189010427,true,-0.2991548397905176
PT-20,demos.UnidentifiableProduct$Builder,exec_35,3,9,0.009731257224286947,true,0.05184329227408152
PT-20,demos.UnidentifiableProduct$Builder,exec_35,3,10,0.005162356673961393,true,-0.17634691736098418
PT-20,demos.UnidentifiableProduct$Builder,exec_35,3,11,0.0028976428112912705,true,-0.3574068492129771
PT-20,demos.UnidentifiableProduct$Builder,exec_35,3,12,0.002087608425845713,true,0.06454876270426906
