method,model,execFolder,round,chain,beta,isAdapt,value
PT-10,blang.validation.internals.fixtures.Ising$Builder,exec_20,11,2,0.4641563292975122,false,0.48239869661997153
PT-10,blang.validation.internals.fixtures.Ising$Builder,exec_20,11,3,0.4073285041503974,false,0.5257730829945324
PT-10,blang.validation.internals.fixtures.Ising$Builder,exec_20,11,4,0.35645609359991154,false,0.46270017967693583
PT-10,blang.validation.internals.fixtures.Ising$Builder,exec_20,11,5,0.3049217344983913,false,0.3205153452801433
PT-10,blang.validation.internals.fixtures.Ising$Builder,exec_20,11,6,0.24302827627204202,false,0.1688104412536918
PT-10,blang.validation.internals.fixtures.Ising$Builder,exec_20,11,7,0.1672773506164869,false,0.017528808285847196
PT-10,blang.validation.internals.fixtures.Ising$Builder,exec_20,11,8,0.08625706725486805,false,-0.008105803718983694
PT-10,blang.validation.internals.fixtures.Ising$Builder,exec_20,11,9,0.0,false,-0.011545233987219907
PT-20,glms.SpikeSlabClassification$Builder,exec_45,0,0,1.0,true,0.6648554241842081
PT-20,glms.SpikeSlabClassification$Builder,exec_45,0,1,0.9473684210526315,true,1.0
PT-20,glms.SpikeSlabClassification$Builder,exec_45,0,2,0.8947368421052632,true,1.0
PT-20,glms.SpikeSlabClassification$Builder,exec_45,0,3,0.8421052631578947,true,1.0
PT-20,glms.SpikeSlabClassification$Builder,exec_45,0,4,0.7894736842105263,true,-1.0
PT-20,glms.SpikeSlabClassification$Builder,exec_45,0,5,0.7368421052631579,true,1.0
PT-20,glms.SpikeSlabClassification$Builder,exec_45,0,6,0.6842105263157895,true,1.0
PT-20,glms.SpikeSlabClassification$Builder,exec_45,0,7,0.631578947368421,true,0.4120942566066073
PT-20,glms.SpikeSlabClassification$Builder,exec_45,0,8,0.5789473684210527,true,0.7080362180962096
PT-20,glms.SpikeSlabClassification$Builder,exec_45,0,9,0.5263157894736842,true,-1.0
PT-20,glms.SpikeSlabClassification$Builder,exec_45,0,10,0.47368421052631576,true,1.0
PT-20,glms.SpikeSlabClassification$Builder,exec_45,0,11,0.42105263157894735,true,1.0
PT-20,glms.SpikeSlabClassification$Builder,exec_45,0,12,0.3684210526315789,true,-1.0
PT-20,glms.SpikeSlabClassification$Builder,exec_45,0,13,0.3157894736842105,true,0.5834615801217481
PT-20,glms.SpikeSlabClassification$Builder,exec_45,0,14,0.2631578947368421,true,1.0
PT-20,glms.SpikeSlabClassification$Builder,exec_45,0,15,0.21052631578947367,true,-0.06512198373505546
PT-20,glms.SpikeSlabClassification$Builder,exec_45,0,16,0.15789473684210525,true,0.8074248582431593
PT-20,glms.SpikeSlabClassification$Builder,exec_45,0,17,0.10526315789473684,true,1.0
PT-20,glms.SpikeSlabClassification$Builder,exec_45,0,18,0.05263157894736842,true,1.0
PT-20,glms.SpikeSlabClassification$Builder,exec_45,0,19,0.0,true,-0.6250738522186782
PT-20,glms.SpikeSlabClassification$Builder,exec_45,1,0,1.0,true,0.5294619772363076
PT-20,glms.SpikeSlabClassification$Builder,exec_45,1,1,0.7801472154636113,true,0.30270304778618806
PT-20,glms.SpikeSlabClassification$Builder,exec_45,1,2,0.7517034006509282,true,0.7609641708734293
PT-20,glms.SpikeSlabClassification$Builder,exec_45,1,3,0.7293046992682772,true,0.5147953406166189
PT-20,glms.SpikeSlabClassification$Builder,exec_45,1,4,0.696311367707472,true,0.5000458461150361
PT-20,glms.SpikeSlabClassification$Builder,exec_45,1,5,0.6838726473092742,true,1.0
PT-20,glms.SpikeSlabClassification$Builder,exec_45,1,6,0.6546142621197014,true,-0.1990281825175818
PT-20,glms.SpikeSlabClassification$Builder,exec_45,1,7,0.44869738746455423,true,1.0
PT-20,glms.SpikeSlabClassification$Builder,exec_45,1,8,0.3600580548519385,true,0.7577927492574456
PT-20,glms.SpikeSlabClassification$Builder,exec_45,1,9,0.3172724773411843,true,1.0
PT-20,glms.SpikeSlabClassification$Builder,exec_45,1,10,0.3068676978396373,true,0.9352451348861149
PT-20,glms.SpikeSlabClassification$Builder,exec_45,1,11,0.27077202203490985,true,0.867425008708146
PT-20,glms.SpikeSlabClassification$Builder,exec_45,1,12,0.2612222709217245,true,0.8952586833463857
PT-20,glms.SpikeSlabClassification$Builder,exec_45,1,13,0.2147990909785074,true,0.8239749724238541
PT-20,glms.SpikeSlabClassification$Builder,exec_45,1,14,0.1083425863784995,true,0.46468748997059606
PT-20,glms.SpikeSlabClassification$Builder,exec_45,1,15,0.09961027896448713,true,0.5394362724185103
PT-20,glms.SpikeSlabClassification$Builder,exec_45,1,16,0.061043319172060684,true,0.5547937404595648
PT-20,glms.SpikeSlabClassification$Builder,exec_45,1,17,0.03605696204655574,true,0.7795719305708604
PT-20,glms.SpikeSlabClassification$Builder,exec_45,1,18,0.017806458714235324,true,0.030886195945786173
PT-20,glms.SpikeSlabClassification$Builder,exec_45,1,19,0.0,true,-0.581156873478813
PT-20,glms.SpikeSlabClassification$Builder,exec_45,2,0,1.0,true,0.47073144775428905
PT-20,glms.SpikeSlabClassification$Builder,exec_45,2,1,0.919817867153109,true,0.4766041650573754
PT-20,glms.SpikeSlabClassification$Builder,exec_45,2,2,0.8398190496312506,true,0.5791996381442339
PT-20,glms.SpikeSlabClassification$Builder,exec_45,2,3,0.7659758658379305,true,-0.09707423643419619
PT-20,glms.SpikeSlabClassification$Builder,exec_45,2,4,0.7055987695310437,true,0.7220260384328873
PT-20,glms.SpikeSlabClassification$Builder,exec_45,2,5,0.6253719811909034,true,0.30255684164444063
PT-20,glms.SpikeSlabClassification$Builder,exec_45,2,6,0.5243433046931105,true,0.6818210580319094
PT-20,glms.SpikeSlabClassification$Builder,exec_45,2,7,0.3806636715778663,true,-0.2362570635483182
PT-20,glms.SpikeSlabClassification$Builder,exec_45,2,8,0.2649244837866265,true,0.09362688034104821
PT-20,glms.SpikeSlabClassification$Builder,exec_45,2,9,0.1288135710550069,true,0.850825658210877
PT-20,glms.SpikeSlabClassification$Builder,exec_45,2,10,0.09386069868185873,true,0.2814399843326846
PT-20,glms.SpikeSlabClassification$Builder,exec_45,2,11,0.061610145415210454,true,-0.7195076353856498
PT-20,glms.SpikeSlabClassification$Builder,exec_45,2,12,0.05454987391318383,true,0.6419452560725261
PT-20,glms.SpikeSlabClassification$Builder,exec_45,2,13,0.03679116643099075,true,-0.12007410916053662
PT-20,glms.SpikeSlabClassification$Builder,exec_45,2,14,0.028477977319808962,true,1.0
PT-20,glms.SpikeSlabClassification$Builder,exec_45,2,15,0.023201612114129883,true,0.6503296099187799
PT-20,glms.SpikeSlabClassification$Builder,exec_45,2,16,0.0181071387864285,true,1.0
PT-20,glms.SpikeSlabClassification$Builder,exec_45,2,17,0.012055091612227785,true,-0.3779814547139007
PT-20,glms.SpikeSlabClassification$Builder,exec_45,2,18,0.006027318105340616,true,0.2711667455894102
PT-20,glms.SpikeSlabClassification$Builder,exec_45,2,19,0.0,true,-0.2771422313929781
PT-20,glms.SpikeSlabClassification$Builder,exec_45,3,0,1.0,true,0.7327866432400605
PT-20,glms.SpikeSlabClassification$Builder,exec_45,3,1,0.8559443966055154,true,0.5399078086326082
PT-20,glms.SpikeSlabClassification$Builder,exec_45,3,2,0.7202778156061262,true,0.5302905113821463
PT-20,glms.SpikeSlabClassification$Builder,exec_45,3,3,0.649190220963322,true,0.6848251962047501
PT-20,glms.SpikeSlabClassification$Builder,exec_45,3,4,0.5453747600114943,true,0.8193090937486329
PT-20,glms.SpikeSlabClassification$Builder,exec_45,3,5,0.47536177372635746,true,0.4022976182920373
PT-20,glms.SpikeSlabClassification$Builder,exec_45,3,6,0.4271714199378128,true,0.4466285934952707
PT-20,glms.SpikeSlabClassification$Builder,exec_45,3,7,0.31450599229514675,true,-0.04918443509039046
PT-20,glms.SpikeSlabClassification$Builder,exec_45,3,8,0.22066446523284422,true,0.13797900635618593
PT-20,glms.SpikeSlabClassification$Builder,exec_45,3,9,0.19261225452634867,true,0.34116484752034476
PT-20,glms.SpikeSlabClassification$Builder,exec_45,3,10,0.16668801153409213,true,0.7051842203063674
PT-20,glms.SpikeSlabClassification$Builder,exec_45,3,11,0.08797552350939819,true,0.37116207237025334
PT-20,glms.SpikeSlabClassification$Builder,exec_45,3,12,0.0667783527511826,true,0.19694354728087912
PT-20,glms.SpikeSlabClassification$Builder,exec_45,3,13,0.04269705730987651,true,0.16914402487069274
PT-20,glms.SpikeSlabClassification$Builder,exec_45,3,14,0.022779027299519125,true,0.07215554864098743
PT-20,glms.SpikeSlabClassification$Builder,exec_45,3,15,0.00724518161209089,true,-0.021789374151133172
PT-20,glms.SpikeSlabClassification$Builder,exec_45,3,16,0.0060305863648425625,true,0.03029515759870033
PT-20,glms.SpikeSlabClassification$Builder,exec_45,3,17,0.00490567582508335,true,1.0
PT-20,glms.SpikeSlabClassification$Builder,exec_45,3,18,0.0024596308132432253,true,0.13270534697883513
PT-20,glms.SpikeSlabClassification$Builder,exec_45,3,19,0.0,true,0.315795390500737
PT-20,glms.SpikeSlabClassification$Builder,exec_45,4,0,1.0,true,0.5889110831171215
PT-20,glms.SpikeSlabClassification$Builder,exec_45,4,1,0.8775574873252862,true,0.6521748900687105
PT-20,glms.SpikeSlabClassification$Builder,exec_45,4,2,0.6684944849722629,true,0.2656610281931365
PT-20,glms.SpikeSlabClassification$Builder,exec_45,4,3,0.5898988023212411,true,0.520572962099476
PT-20,glms.SpikeSlabClassification$Builder,exec_45,4,4,0.49609771713017203,true,0.39024898891685633
PT-20,glms.SpikeSlabClassification$Builder,exec_45,4,5,0.40862903143784457,true,0.31407269544750427
PT-20,glms.SpikeSlabClassification$Builder,exec_45,4,6,0.3374708312605368,true,0.28530547866719325
PT-20,glms.SpikeSlabClassification$Builder,exec_45,4,7,0.2694216890211722,true,0.6614897796627827
PT-20,glms.SpikeSlabClassification$Builder,exec_45,4,8,0.2112864232813519,true,0.24534943631511072
PT-20,glms.SpikeSlabClassification$Builder,exec_45,4,9,0.17447823521566838,true,0.6795881633055207
PT-20,glms.SpikeSlabClassification$Builder,exec_45,4,10,0.13867722098463758,true,0.45413152805028784
PT-20,glms.SpikeSlabClassification$Builder,exec_45,4,11,0.10263657080612759,true,0.8763187127283293
PT-20,glms.SpikeSlabClassification$Builder,exec_45,4,12,0.06832298911310315,true,0.5883551617731873
PT-20,glms.SpikeSlabClassification$Builder,exec_45,4,13,0.04661512898260866,true,-0.03777380461995982
PT-20,glms.SpikeSlabClassification$Builder,exec_45,4,14,0.017157118919066575,true,0.1429321503905244
PT-20,glms.SpikeSlabClassification$Builder,exec_45,4,15,0.004397694187400483,true,-0.00903983444797358
PT-20,glms.SpikeSlabClassification$Builder,exec_45,4,16,0.0024241663627640794,true,0.5320764916336607
PT-20,glms.SpikeSlabClassification$Builder,exec_45,4,17,0.0012965808495339873,true,0.20245168667009528
PT-20,glms.SpikeSlabClassification$Builder,exec_45,4,18,6.501502998522927E-4,true,-0.03238131362172296
PT-20,glms.SpikeSlabClassification$Builder,exec_45,4,19,0.0,true,-0.17197989717864995
PT-20,glms.SpikeSlabClassification$Builder,exec_45,5,0,1.0,true,0.4047197750888262
PT-20,glms.SpikeSlabClassification$Builder,exec_45,5,1,0.7955379925246456,true,0.2708182659058601
PT-20,glms.SpikeSlabClassification$Builder,exec_45,5,2,0.6705831832182844,true,0.49431311225332675
PT-20,glms.SpikeSlabClassification$Builder,exec_45,5,3,0.5632337855214898,true,0.46047088541156006
PT-20,glms.SpikeSlabClassification$Builder,exec_45,5,4,0.47093839986943986,true,0.4545177254832865
PT-20,glms.SpikeSlabClassification$Builder,exec_45,5,5,0.37172072783731036,true,0.1586802800029253
PT-20,glms.SpikeSlabClassification$Builder,exec_45,5,6,0.2935329137188456,true,0.2253659330363216
PT-20,glms.SpikeSlabClassification$Builder,exec_45,5,7,0.22966722455074967,true,0.4725404464668248
PT-20,glms.SpikeSlabClassification$Builder,exec_45,5,8,0.18726462864570845,true,0.7018845133210776
PT-20,glms.SpikeSlabClassification$Builder,exec_45,5,9,0.15476949115411004,true,0.6365393499737851
PT-20,glms.SpikeSlabClassification$Builder,exec_45,5,10,0.12723154736142772,true,0.5113581999316356
PT-20,glms.SpikeSlabClassification$Builder,exec_45,5,11,0.10050895361614466,true,0.0820944003573311
PT-20,glms.SpikeSlabClassification$Builder,exec_45,5,12,0.05727979495466899,true,-0.042422564083662274
PT-20,glms.SpikeSlabClassification$Builder,exec_45,5,13,0.03466870928111398,true,0.033737589953061725
PT-20,glms.SpikeSlabClassification$Builder,exec_45,5,14,0.01656901429195489,true,0.16479454057280038
PT-20,glms.SpikeSlabClassification$Builder,exec_45,5,15,0.007490428079107859,true,0.1584191484322365
PT-20,glms.SpikeSlabClassification$Builder,exec_45,5,16,0.001511773561587956,true,0.3841482962831501
PT-20,glms.SpikeSlabClassification$Builder,exec_45,5,17,3.6659831122110346E-4,true,0.14452248059988712
PT-20,glms.SpikeSlabClassification$Builder,exec_45,5,18,1.0594812358604794E-4,true,0.11566931093259163
PT-20,glms.SpikeSlabClassification$Builder,exec_45,5,19,0.0,true,0.10386015811910185
PT-20,glms.SpikeSlabClassification$Builder,exec_45,6,0,1.0,true,0.4986429134661231
PT-20,glms.SpikeSlabClassification$Builder,exec_45,6,1,0.837487702175014,true,0.5462026995100846
PT-20,glms.SpikeSlabClassification$Builder,exec_45,6,2,0.7179965714450298,true,0.5640651905272143
PT-20,glms.SpikeSlabClassification$Builder,exec_45,6,3,0.6210547392134489,true,0.6706275065800658
PT-20,glms.SpikeSlabClassification$Builder,exec_45,6,4,0.5307662163832112,true,0.575479217505922
PT-20,glms.SpikeSlabClassification$Builder,exec_45,6,5,0.44542605650044226,true,0.5771898920591987
PT-20,glms.SpikeSlabClassification$Builder,exec_45,6,6,0.3485537102380429,true,0.3706239728409915
PT-20,glms.SpikeSlabClassification$Builder,exec_45,6,7,0.2565582793405115,true,0.2266864509565815
PT-20,glms.SpikeSlabClassification$Builder,exec_45,6,8,0.2058086609457208,true,0.49477530151012283
PT-20,glms.SpikeSlabClassification$Builder,exec_45,6,9,0.17396010727049524,true,0.5000742696309204
PT-20,glms.SpikeSlabClassification$Builder,exec_45,6,10,0.15126534428199667,true,0.6613767035453921
PT-20,glms.SpikeSlabClassification$Builder,exec_45,6,11,0.12627254067638571,true,0.5910289784261359
PT-20,glms.SpikeSlabClassification$Builder,exec_45,6,12,0.08737927120458794,true,0.28787657151499346
PT-20,glms.SpikeSlabClassification$Builder,exec_45,6,13,0.0435890272996491,true,-0.12658891776937256
PT-20,glms.SpikeSlabClassification$Builder,exec_45,6,14,0.015515902219738515,true,0.42304944427064045
PT-20,glms.SpikeSlabClassification$Builder,exec_45,6,15,0.0043115023197914555,true,0.14224123522061746
PT-20,glms.SpikeSlabClassification$Builder,exec_45,6,16,0.0010538019917926652,true,0.2890919367520943
PT-20,glms.SpikeSlabClassification$Builder,exec_45,6,17,1.2198811867708694E-4,true,0.07371560773026312
PT-20,glms.SpikeSlabClassification$Builder,exec_45,6,18,2.4606447673422646E-5,true,0.14003697031239182
PT-20,glms.SpikeSlabClassification$Builder,exec_45,6,19,0.0,true,-0.02428018805481935
PT-20,glms.SpikeSlabClassification$Builder,exec_45,7,0,1.0,true,0.5829849336070754
PT-20,glms.SpikeSlabClassification$Builder,exec_45,7,1,0.8609967634317857,true,0.546380385270162
PT-20,glms.SpikeSlabClassification$Builder,exec_45,7,2,0.733814452642733,true,0.6022136760253677
PT-20,glms.SpikeSlabClassification$Builder,exec_45,7,3,0.6379638727889112,true,0.7017065135038988
