method,model,execFolder,isAdapt,round,chain,value
PT-20,glms.SpikeSlabClassification$Builder,exec_45,false,8,6,0.3321616914544999
PT-20,glms.SpikeSlabClassification$Builder,exec_45,false,8,7,0.2556505737003447
PT-20,glms.SpikeSlabClassification$Builder,exec_45,false,8,8,0.20742678254526054
PT-20,glms.SpikeSlabClassification$Builder,exec_45,false,8,9,0.17435198282363865
PT-20,glms.SpikeSlabClassification$Builder,exec_45,false,8,10,0.15083473400579994
PT-20,glms.SpikeSlabClassification$Builder,exec_45,false,8,11,0.12598270282694124
PT-20,glms.SpikeSlabClassification$Builder,exec_45,false,8,12,0.0968835464202519
PT-20,glms.SpikeSlabClassification$Builder,exec_45,false,8,13,0.05760647888431171
PT-20,glms.SpikeSlabClassification$Builder,exec_45,false,8,14,0.023546413750614992
PT-20,glms.SpikeSlabClassification$Builder,exec_45,false,8,15,0.006866213763980036
PT-20,glms.SpikeSlabClassification$Builder,exec_45,false,8,16,0.0013616461397702353
PT-20,glms.SpikeSlabClassification$Builder,exec_45,false,8,17,2.3319899799793548E-4
PT-20,glms.SpikeSlabClassification$Builder,exec_45,false,8,18,7.96165949096776E-7
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,0,0,0.0
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,0,1,0.2
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,0,2,0.4
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,0,3,0.6000000000000001
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,0,4,0.8
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,0,5,1.0
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,1,0,0.0
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,1,1,0.006249628216289523
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,1,2,0.049995988864418285
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,1,3,0.16873618973472
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,1,4,0.5231051180505294
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,1,5,0.5875364618947759
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,1,6,0.599942926929393
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,1,7,1.0
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,2,0,0.0
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,2,1,3.685862951378578E-4
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,2,2,0.0012871683641256452
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,2,3,0.0037874155565937226
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,2,4,0.021620408660564323
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,2,5,0.054825215337557895
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,2,6,0.0698880027199091
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,2,7,0.08906035412308838
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,2,8,0.11445999908572484
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,2,9,0.14820466714644753
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,2,10,0.21211873358425237
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,2,11,1.0
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,3,0,0.0
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,3,1,1.9931141586411919E-4
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,3,2,0.001527485431756204
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,3,3,0.003848821479016589
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,3,4,0.015684241598608317
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,3,5,0.036677772434608034
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,3,6,0.06138686821252861
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,3,7,0.09828292058632701
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,3,8,0.11583043750751199
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,3,9,0.13455297388312334
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,3,10,0.15462253564629552
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,3,11,0.17456730118078956
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,3,12,0.2609686662066837
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,3,13,0.41407196142658126
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,3,14,0.6047485596394179
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,3,15,0.8082930445842164
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,3,16,1.0
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,4,0,0.0
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,4,1,3.1531095817878934E-5
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,4,2,1.0139125461836433E-4
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,4,3,3.40058002779415E-4
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,4,4,9.480155354241736E-4
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,4,5,0.0017804702653481358
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,4,6,0.0028168255590614766
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,4,7,0.007231180293622336
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,4,8,0.014689982467635575
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,4,9,0.023147670108193193
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,4,10,0.0384000774622956
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,4,11,0.06826123972767045
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,4,12,0.08666057594963548
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,4,13,0.10437109165162578
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,4,14,0.13829724706121913
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,4,15,0.15273834404832123
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,4,16,0.17262251341431248
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,4,17,0.18795922120264433
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,4,18,0.20281327715418035
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,4,19,0.24668888668893088
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,4,20,0.37810251392151517
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,4,21,0.4533839567215991
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,4,22,0.49261899943249726
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,4,23,0.6345695717936738
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,4,24,1.0
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,0,0.0
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,1,4.225450865572217E-6
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,2,7.664207550440776E-6
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,3,1.5585096160844157E-5
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,4,3.315722398334855E-5
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,5,7.056557711422604E-5
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,6,1.8922878011269831E-4
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,7,5.729842888003638E-4
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,8,0.0016724764335344449
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,9,0.003176751248559774
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,10,0.005824068911960291
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,11,0.010766026504835182
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,12,0.016395627152095665
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,13,0.024260463939354947
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,14,0.04893038285588726
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,15,0.07143047998910154
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,16,0.0994118230595393
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,17,0.12280941187552417
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,18,0.13268989385185567
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,19,0.14441593272052747
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,20,0.15686154498919933
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,21,0.1698239660569874
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,22,0.181438358067607
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,23,0.19509890140353547
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,24,0.21419858106271586
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,25,0.2384525250500427
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,26,0.2760252577080217
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,27,0.32258093485362105
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,28,0.3715614682711124
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,29,0.41681006221672856
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,30,0.480143970679443
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,31,0.5769915964379578
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,32,0.6804217394213014
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,33,0.7861264296101527
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,34,0.8931796323674704
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,5,35,1.0
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,0,0.0
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,1,1.2105639717925902E-7
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,2,5.979013246840818E-7
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,3,1.8800125691028403E-6
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,4,8.790656176601521E-6
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,5,1.0477356132113356E-4
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,6,2.854190328286458E-4
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,7,5.140830309713746E-4
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,8,0.0010272445498691598
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,9,0.0017685730475753086
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,10,0.0027559153140655707
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,11,0.0038197757375557774
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,12,0.004938967503608413
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,13,0.006494730035122415
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,14,0.008380869301773656
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,15,0.011231169563788035
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,16,0.01581526143600674
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,17,0.02675602214364148
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,18,0.04185725613741082
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,19,0.06238697533415531
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,20,0.07875141242840684
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,21,0.08771504601551762
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,22,0.09537592201516046
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,23,0.10596029105745017
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,24,0.11813538573683592
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,25,0.1293699602440648
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,26,0.1396263341800477
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,27,0.14887297836523883
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,28,0.15806362743003263
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,29,0.17000016339351842
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,30,0.18286614295370282
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,31,0.195116461264368
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,32,0.21289613770387963
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,33,0.2346563428221835
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,34,0.2568581391608731
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,35,0.2840727041527177
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,36,0.32042217341210655
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,37,0.34363784896554006
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,38,0.36414781903394516
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,39,0.3965197615447842
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,40,0.43531229840905183
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,41,0.47685653306562287
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,42,0.5255783085882941
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,43,0.5756135713410097
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,44,0.6183908407713923
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,45,0.661050313542963
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,46,0.7140273651027259
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,47,0.7780647364261224
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,48,0.8610064886624429
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,49,0.9355370372739837
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,6,50,1.0
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,0,0.0
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,1,1.0490539081326795E-9
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,2,8.197336288732923E-9
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,3,2.758040083863337E-8
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,4,6.533380125466666E-8
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,5,4.79331162659073E-6
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,6,6.118789798641728E-5
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,7,1.5692548173924822E-4
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,8,3.261712383456201E-4
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,9,5.797732685164598E-4
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,10,8.280824455078638E-4
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,11,0.0011842702327724153
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,12,0.001694704002325333
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,13,0.0024637478836999883
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,14,0.003308451602993044
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,15,0.004185010069635854
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,16,0.005270513837830567
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,17,0.006908044042329966
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,18,0.008923227883569555
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,19,0.011218752500371002
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,20,0.013598621416361149
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,21,0.01712622823497689
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,22,0.02227722613983985
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,23,0.027865277622874732
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,24,0.033076013873158436
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,25,0.03915794595542628
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,26,0.0480168518859352
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,27,0.05899216175729667
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,28,0.0674890232801014
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,29,0.07482392320349901
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,30,0.08784543458082304
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,31,0.09751830601595597
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,32,0.10816658619150625
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,33,0.11737601210113471
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,34,0.12430384590474192
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,35,0.13133976572342906
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,36,0.1398457258274588
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,37,0.14608958378113815
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,38,0.15253044068539684
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,39,0.159521772555486
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,40,0.16672936437140162
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,41,0.17516653110517935
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,42,0.18463880807821353
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,43,0.19450227519703728
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,44,0.20509227620427672
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,45,0.2168574846369298
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,46,0.23008130162588503
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,47,0.24652440629983513
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,48,0.26126034143094007
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,49,0.26933007698477607
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,50,0.28082257522996196
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,51,0.3077716215147143
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,52,0.330455536247623
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,53,0.3542689096161783
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,54,0.38757466270323826
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,55,0.4177620190411136
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,56,0.44804467720795915
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,57,0.4787925116212959
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,58,0.5069373571563419
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,59,0.5378327312103466
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,60,0.5733250151531555
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,61,0.6124317142048677
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,62,0.6475316909407289
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,63,0.6881585824964989
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,64,0.7310295293382891
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,65,0.7707973284082782
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,66,0.8075247190574352
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,67,0.8419618759714935
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,68,0.8731193282722031
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,69,0.8996869918821006
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,70,0.9272176116235749
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,71,0.9617030566140725
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,7,72,1.0
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,0,0.0
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,1,1.9221143512742886E-12
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,2,1.5363932758648793E-11
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,3,5.184642426822376E-11
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,4,1.2289055792609935E-10
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,5,2.4001730277837584E-10
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,6,4.147476278711534E-10
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,7,6.58602502250532E-10
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,8,9.831028949626117E-10
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,9,2.9742146084802303E-5
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,10,7.240005109356862E-5
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,11,1.1234682616497076E-4
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,12,1.694303925914083E-4
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,13,2.517373804637711E-4
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,14,3.582089551349662E-4
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,15,4.8703171299987487E-4
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,16,6.725557095673535E-4
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,17,8.840668766412377E-4
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,18,0.00102515221273614
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,19,0.001194575164449078
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,20,0.0014321438695881353
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,21,0.0017414787969133648
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,22,0.002127714186949128
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,23,0.0026415210311688518
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,24,0.003333164231996144
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,25,0.004172137798442796
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,26,0.005145382690132066
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,27,0.006525582039553868
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,28,0.00791208411478222
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,29,0.009507800850164318
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,30,0.011501213599952423
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,31,0.013604214538598853
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,32,0.017250382963586226
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,33,0.020354188160161105
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,34,0.024576628191680685
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,35,0.029345668659483695
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,36,0.03351810057513419
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,37,0.04008297569182573
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,38,0.04623231094034026
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,39,0.055007275393499665
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,40,0.06238591673985992
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,41,0.0686458056345275
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,42,0.0780102897693023
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,43,0.08624502333434311
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,44,0.0923468475345082
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,45,0.09739577797367091
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,46,0.10299678632425996
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,47,0.10859762831704768
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,48,0.11395991847185954
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,49,0.1196272562590555
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,50,0.12543689763354846
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,51,0.13031083771409713
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,52,0.1352456049427596
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,53,0.1402493791128303
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,54,0.1454031069699531
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,55,0.15064757219568067
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,56,0.15619111641827577
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,57,0.16210989096805206
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,58,0.1682072518579198
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,59,0.1740806141380305
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,60,0.18057113748725417
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,61,0.18737073406658522
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,62,0.19421428478674532
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,63,0.20015682940153812
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,64,0.20684611835011726
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,65,0.2154702422434779
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,66,0.22454048150424696
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,67,0.23389655120650352
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,68,0.24349681489610508
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,69,0.25595544309963997
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,70,0.26951626775545096
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,71,0.2831289972313129
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,72,0.30195825133538895
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,73,0.3227337360928717
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,74,0.34665605309183
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,75,0.36761907080576167
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,76,0.3853613962359971
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,77,0.40194180952224956
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,78,0.4192974688968877
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,79,0.44072621955897623
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,80,0.4646378547968113
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,81,0.48896713404945946
SAIS,glms.SpikeSlabClassification$Builder,exec_48,true,8,82,0.5115189806191154
