method,model,execFolder,round,iteration,annealingParameter,logNormalization,deltaIterations,deltaAnnealingParameter
SAIS,glms.SpikeSlabClassification$Builder,exec_48,3,1,0.001527485431756204,-0.5381686050567991,1,0.001527485431756204
SAIS,glms.SpikeSlabClassification$Builder,exec_48,4,1,1.0139125461836433E-4,-0.714839822199175,1,1.0139125461836433E-4
SAIS,glms.SpikeSlabClassification$Builder,exec_48,5,1,7.664207550440776E-6,-0.49871260454223254,1,7.664207550440776E-6
SAIS,glms.SpikeSlabClassification$Builder,exec_48,6,1,5.979013246840818E-7,-0.34839318389010954,1,5.979013246840818E-7
SAIS,glms.SpikeSlabClassification$Builder,exec_48,7,1,8.197336288732923E-9,-0.48379828554575743,1,8.197336288732923E-9
SAIS,glms.SpikeSlabClassification$Builder,exec_48,8,1,1.5363932758648793E-11,-0.4102843960861682,1,1.5363932758648793E-11
SAIS,glms.SpikeSlabClassification$Builder,exec_48,9,1,1.4132232290784843E-14,-0.48635276724912746,1,1.4132232290784843E-14
SAIS,glms.SpikeSlabClassification$Builder,exec_48,10,1,3.4985782084835466E-18,-0.4872951263557965,1,3.4985782084835466E-18
SAIS,glms.SpikeSlabClassification$Builder,exec_48,11,1,3.135722527051105E-22,-0.4310419498978142,1,3.135722527051105E-22
SAIS,hier.HierarchicalRockets$Builder,exec_42,0,1,0.4,-951.465630840224,1,0.4
SAIS,hier.HierarchicalRockets$Builder,exec_42,1,2,0.1521572735889729,-49.75595535931546,2,0.1521572735889729
SAIS,hier.HierarchicalRockets$Builder,exec_42,2,4,0.3579431877341799,-172.58730088000056,4,0.3579431877341799
SAIS,hier.HierarchicalRockets$Builder,exec_42,3,6,0.38865962015952227,-57.13304482539549,6,0.38865962015952227
SAIS,hier.HierarchicalRockets$Builder,exec_42,4,7,0.11145660378703459,-11.512211943175835,7,0.11145660378703459
SAIS,hier.HierarchicalRockets$Builder,exec_42,5,15,0.2687898821193038,-159.41863030433586,15,0.2687898821193038
SAIS,hier.HierarchicalRockets$Builder,exec_42,6,16,0.009736002451101497,-9.223372771303112,16,0.009736002451101497
SAIS,hier.HierarchicalRockets$Builder,exec_42,7,20,0.011663066825238051,-10.62838116853905,20,0.011663066825238051
SAIS,hier.HierarchicalRockets$Builder,exec_42,8,18,0.005344090970595889,-5.776018153553746,18,0.005344090970595889
SAIS,hier.HierarchicalRockets$Builder,exec_42,9,24,0.005681726833986331,-6.105929749247636,24,0.005681726833986331
SAIS,hier.HierarchicalRockets$Builder,exec_42,10,34,0.005254577998719352,-6.027175509482753,34,0.005254577998719352
SAIS,hier.HierarchicalRockets$Builder,exec_42,11,45,0.005121898715208496,-6.167395713352372,45,0.005121898715208496
SSMC,glms.SpikeSlabClassification$Builder,exec_47,0,1,0.4,-37.82604225361406,1,0.4
SSMC,glms.SpikeSlabClassification$Builder,exec_47,0,3,0.8,-87.21586301333328,2,0.4
SSMC,glms.SpikeSlabClassification$Builder,exec_47,1,1,0.07968263720026801,-3.1333024039303017,1,0.07968263720026801
SSMC,glms.SpikeSlabClassification$Builder,exec_47,1,3,0.5917055705304386,-65.06659227296535,2,0.5120229333301706
SSMC,glms.SpikeSlabClassification$Builder,exec_47,1,4,0.638100040542901,-76.62485404475183,1,0.04639447001246244
SSMC,glms.SpikeSlabClassification$Builder,exec_47,2,1,0.0017279752295188792,-0.9653004597231196,1,0.0017279752295188792
SSMC,glms.SpikeSlabClassification$Builder,exec_47,2,2,0.005589680914834954,-1.3757020835594571,1,0.0038617056853160747
SSMC,glms.SpikeSlabClassification$Builder,exec_47,2,3,0.09318293416229428,-2.3047255537469367,1,0.08759325324745933
SSMC,glms.SpikeSlabClassification$Builder,exec_47,2,4,0.2978390126504975,-15.169603229582478,1,0.20465607848820322
SSMC,glms.SpikeSlabClassification$Builder,exec_47,2,5,0.46138933615737054,-42.51532483091356,1,0.16355032350687304
SSMC,glms.SpikeSlabClassification$Builder,exec_47,2,6,0.5402235317196721,-59.46298780890285,1,0.07883419556230153
SSMC,glms.SpikeSlabClassification$Builder,exec_47,2,9,0.8015743446585314,-77.28768821703912,3,0.2613508129388593
SSMC,glms.SpikeSlabClassification$Builder,exec_47,3,1,1.4901997361866032E-4,-0.4597841250815198,1,1.4901997361866032E-4
SSMC,glms.SpikeSlabClassification$Builder,exec_47,3,4,0.010791407565867491,-1.2031919403523137,3,0.010642387592248831
SSMC,glms.SpikeSlabClassification$Builder,exec_47,3,5,0.038633247056376024,-2.7614215385865175,1,0.027841839490508533
SSMC,glms.SpikeSlabClassification$Builder,exec_47,3,7,0.2293895193854959,-15.266689050756828,2,0.19075627232911987
SSMC,glms.SpikeSlabClassification$Builder,exec_47,3,8,0.31673826142175626,-31.993138514252696,1,0.08734874203626036
SSMC,glms.SpikeSlabClassification$Builder,exec_47,3,9,0.3447084849057652,-41.154846308847766,1,0.02797022348400896
SSMC,glms.SpikeSlabClassification$Builder,exec_47,3,11,0.5800272064245976,-49.76554948627167,2,0.23531872151883237
SSMC,glms.SpikeSlabClassification$Builder,exec_47,3,12,0.6724998775891966,-65.5494067161879,1,0.09247267116459901
SSMC,glms.SpikeSlabClassification$Builder,exec_47,3,14,0.8856193137081907,-83.0030106113212,2,0.2131194361189941
SSMC,glms.SpikeSlabClassification$Builder,exec_47,4,1,2.1888213886346725E-5,-0.38848117370372304,1,2.1888213886346725E-5
SSMC,glms.SpikeSlabClassification$Builder,exec_47,4,4,0.002467123080853721,-0.9164351011706691,3,0.0024452348669673743
SSMC,glms.SpikeSlabClassification$Builder,exec_47,4,6,0.014059729207330424,-1.827701843620313,2,0.011592606126476702
SSMC,glms.SpikeSlabClassification$Builder,exec_47,4,7,0.035152131616617614,-3.3703723950963633,1,0.02109240240928719
SSMC,glms.SpikeSlabClassification$Builder,exec_47,4,8,0.06877826595683675,-6.549252892647648,1,0.03362613434021914
SSMC,glms.SpikeSlabClassification$Builder,exec_47,4,9,0.10779046159999468,-11.002327457857005,1,0.03901219564315793
SSMC,glms.SpikeSlabClassification$Builder,exec_47,4,10,0.14765706579243146,-16.133789756343205,1,0.039866604192436775
SSMC,glms.SpikeSlabClassification$Builder,exec_47,4,11,0.1882461186035878,-20.88525046977498,1,0.04058905281115635
SSMC,glms.SpikeSlabClassification$Builder,exec_47,4,12,0.22760268096439648,-25.40235234341729,1,0.03935656236080867
SSMC,glms.SpikeSlabClassification$Builder,exec_47,4,15,0.341236689188826,-36.413254200063946,3,0.11363400822442951
SSMC,glms.SpikeSlabClassification$Builder,exec_47,4,17,0.4679030103388818,-45.82261171981134,2,0.12666632115005583
SSMC,glms.SpikeSlabClassification$Builder,exec_47,4,19,0.6264266316218722,-59.24789148110337,2,0.15852362128299036
SSMC,glms.SpikeSlabClassification$Builder,exec_47,4,20,0.7091136946024388,-66.68462001712727,1,0.0826870629805666
SSMC,glms.SpikeSlabClassification$Builder,exec_47,4,21,0.7893555007174691,-74.02088818375614,1,0.08024180611503029
SSMC,glms.SpikeSlabClassification$Builder,exec_47,5,1,1.2417455050957134E-6,-0.4056859400735737,1,1.2417455050957134E-6
SSMC,glms.SpikeSlabClassification$Builder,exec_47,5,5,0.001942012780701669,-0.8489410523059489,4,0.0019407710351965733
SSMC,glms.SpikeSlabClassification$Builder,exec_47,5,7,0.006589019117386613,-1.5708941159650385,2,0.004647006336684944
SSMC,glms.SpikeSlabClassification$Builder,exec_47,5,9,0.020525697617604442,-2.9304573494457,2,0.01393667850021783
SSMC,glms.SpikeSlabClassification$Builder,exec_47,5,11,0.05368256309587553,-6.606854665711359,2,0.03315686547827109
SSMC,glms.SpikeSlabClassification$Builder,exec_47,5,13,0.0976340034782516,-11.856790610154722,2,0.04395144038237607
SSMC,glms.SpikeSlabClassification$Builder,exec_47,5,15,0.12895933469955195,-17.39068547829662,2,0.03132533122130035
SSMC,glms.SpikeSlabClassification$Builder,exec_47,5,17,0.1583797466545787,-20.55225693258629,2,0.02942041195502676
SSMC,glms.SpikeSlabClassification$Builder,exec_47,5,19,0.20026568401906156,-24.81534631924235,2,0.041885937364482845
SSMC,glms.SpikeSlabClassification$Builder,exec_47,5,20,0.22835553518973303,-27.173468556803012,1,0.028089851170671476
SSMC,glms.SpikeSlabClassification$Builder,exec_47,5,22,0.3234461264919883,-34.576695262466245,2,0.09509059130225525
SSMC,glms.SpikeSlabClassification$Builder,exec_47,5,24,0.4265843577795494,-44.28071925475655,2,0.10313823128756111
SSMC,glms.SpikeSlabClassification$Builder,exec_47,5,27,0.5632516289550524,-57.6295847929628,3,0.13666727117550304
SSMC,glms.SpikeSlabClassification$Builder,exec_47,5,30,0.7235976730733075,-70.99215273686487,3,0.16034604411825504
SSMC,glms.SpikeSlabClassification$Builder,exec_47,5,32,0.8426549975174328,-80.37538896674415,2,0.11905732444412531
SSMC,glms.SpikeSlabClassification$Builder,exec_47,6,1,2.573568120813994E-8,-0.4054679646875612,1,2.573568120813994E-8
SSMC,glms.SpikeSlabClassification$Builder,exec_47,6,7,0.0016725721718061234,-0.8775729804931864,6,0.0016725464361249153
SSMC,glms.SpikeSlabClassification$Builder,exec_47,6,9,0.003794583073898146,-1.5017433196377734,2,0.0021220109020920227
SSMC,glms.SpikeSlabClassification$Builder,exec_47,6,12,0.009633275572523525,-2.4952422280558353,3,0.005838692498625379
SSMC,glms.SpikeSlabClassification$Builder,exec_47,6,17,0.05352092351704862,-7.402359178404948,5,0.04388764794452509
SSMC,glms.SpikeSlabClassification$Builder,exec_47,6,19,0.08082154579194528,-11.177004248313459,2,0.027300622274896665
SSMC,glms.SpikeSlabClassification$Builder,exec_47,6,22,0.11831674598497391,-15.82717423526225,3,0.03749520019302863
SSMC,glms.SpikeSlabClassification$Builder,exec_47,6,24,0.13884492694921335,-18.87617677432763,2,0.020528180964239445
SSMC,glms.SpikeSlabClassification$Builder,exec_47,6,27,0.17064040332000646,-22.523202374197393,3,0.03179547637079311
SSMC,glms.SpikeSlabClassification$Builder,exec_47,6,30,0.20542677690391026,-26.136614912765715,3,0.034786373583903796
SSMC,glms.SpikeSlabClassification$Builder,exec_47,6,33,0.277739330633232,-31.680342612125035,3,0.07231255372932172
SSMC,glms.SpikeSlabClassification$Builder,exec_47,6,36,0.38251963242304005,-41.214626923260916,3,0.10478030178980807
SSMC,glms.SpikeSlabClassification$Builder,exec_47,6,39,0.5091253557332712,-53.235206561019346,3,0.12660572331023118
SSMC,glms.SpikeSlabClassification$Builder,exec_47,6,41,0.594512420625176,-60.4119740582562,2,0.08538706489190473
SSMC,glms.SpikeSlabClassification$Builder,exec_47,6,44,0.7235877946791317,-71.26613503831733,3,0.12907537405395575
SSMC,glms.SpikeSlabClassification$Builder,exec_47,6,46,0.8292161327167991,-79.72523653660878,2,0.10562833803766736
SSMC,glms.SpikeSlabClassification$Builder,exec_47,6,48,0.9380686742816617,-89.3214687808206,2,0.10885254156486268
SSMC,glms.SpikeSlabClassification$Builder,exec_47,7,1,2.1674629599088375E-10,-0.6795415711461108,1,2.1674629599088375E-10
SSMC,glms.SpikeSlabClassification$Builder,exec_47,7,10,0.001249665106964547,-1.2700817385257173,9,0.001249664890218251
SSMC,glms.SpikeSlabClassification$Builder,exec_47,7,17,0.007495532054330207,-2.4246802663623153,7,0.00624586694736566
SSMC,glms.SpikeSlabClassification$Builder,exec_47,7,21,0.025185386870517253,-4.656947386039472,4,0.017689854816187046
SSMC,glms.SpikeSlabClassification$Builder,exec_47,7,26,0.06417445430321925,-9.876935530927367,5,0.038989067432701995
SSMC,glms.SpikeSlabClassification$Builder,exec_47,7,32,0.11552453532607675,-16.536303029140456,6,0.0513500810228575
SSMC,glms.SpikeSlabClassification$Builder,exec_47,7,35,0.13893552547649474,-19.5635851766961,3,0.02341099015041799
SSMC,glms.SpikeSlabClassification$Builder,exec_47,7,39,0.17033723094984426,-23.12313176683783,4,0.03140170547334953
SSMC,glms.SpikeSlabClassification$Builder,exec_47,7,43,0.208027769097915,-26.850210482920403,4,0.037690538148070746
SSMC,glms.SpikeSlabClassification$Builder,exec_47,7,47,0.2662251649848118,-31.795525162609728,4,0.05819739588689679
SSMC,glms.SpikeSlabClassification$Builder,exec_47,7,50,0.33945599185587777,-38.63219399008414,3,0.07323082687106597
SSMC,glms.SpikeSlabClassification$Builder,exec_47,7,54,0.45176639917646294,-48.88241355319953,4,0.11231040732058517
SSMC,glms.SpikeSlabClassification$Builder,exec_47,7,59,0.5843199305119509,-60.727551126986555,5,0.13255353133548792
SSMC,glms.SpikeSlabClassification$Builder,exec_47,7,63,0.7013824299322605,-71.5101465700428,4,0.11706249942030966
SSMC,glms.SpikeSlabClassification$Builder,exec_47,7,68,0.8760640257129074,-85.68412040470241,5,0.1746815957806469
SSMC,glms.SpikeSlabClassification$Builder,exec_47,8,1,2.73751284924289E-13,-0.45473615714335747,1,2.73751284924289E-13
SSMC,glms.SpikeSlabClassification$Builder,exec_47,8,18,0.001223550410295002,-1.0437020705306788,17,0.0012235504100212508
SSMC,glms.SpikeSlabClassification$Builder,exec_47,8,24,0.004647322217848208,-1.8297733938656027,6,0.0034237718075532057
SSMC,glms.SpikeSlabClassification$Builder,exec_47,8,32,0.01927997430636156,-3.8422728973033093,8,0.014632652088513352
SSMC,glms.SpikeSlabClassification$Builder,exec_47,8,44,0.09102725051306827,-13.25532228644509,12,0.0717472762067067
SSMC,glms.SpikeSlabClassification$Builder,exec_47,8,49,0.1209679857791262,-17.43839789745013,5,0.029940735266057922
SSMC,glms.SpikeSlabClassification$Builder,exec_47,8,55,0.15426649914652968,-21.486419956193814,6,0.033298513367403484
SSMC,glms.SpikeSlabClassification$Builder,exec_47,8,60,0.18473763093558726,-24.859497816096365,5,0.03047113178905758
SSMC,glms.SpikeSlabClassification$Builder,exec_47,8,65,0.22080190520298568,-28.54093497206525,5,0.036064274267398416
SSMC,glms.SpikeSlabClassification$Builder,exec_47,8,71,0.28544058845505904,-34.455968033879984,6,0.06463868325207336
SSMC,glms.SpikeSlabClassification$Builder,exec_47,8,78,0.41263651919470357,-45.88775161470911,7,0.12719593073964452
SSMC,glms.SpikeSlabClassification$Builder,exec_47,8,84,0.5396040206175413,-57.39543522812595,6,0.12696750142283775
SSMC,glms.SpikeSlabClassification$Builder,exec_47,8,89,0.6438564113343505,-66.54997168246865,5,0.10425239071680914
SSMC,glms.SpikeSlabClassification$Builder,exec_47,8,94,0.7685835417256089,-77.35770562511436,5,0.12472713039125849
SSMC,glms.SpikeSlabClassification$Builder,exec_47,8,99,0.9072261946616237,-89.30726974315708,5,0.13864265293601474
SSMC,glms.SpikeSlabClassification$Builder,exec_47,9,1,2.2949221894038823E-16,-0.5783716659675466,1,2.2949221894038823E-16
SSMC,glms.SpikeSlabClassification$Builder,exec_47,9,25,0.00147474369863196,-1.216589477096666,24,0.0014747436986317305
SSMC,glms.SpikeSlabClassification$Builder,exec_47,9,44,0.015032608491352174,-3.4727182979005216,19,0.013557864792720213
SSMC,glms.SpikeSlabClassification$Builder,exec_47,9,68,0.11397435678350804,-16.733770191988626,24,0.09894174829215586
SSMC,glms.SpikeSlabClassification$Builder,exec_47,9,75,0.14228545631293008,-20.302409761605695,7,0.02831109952942204
SSMC,glms.SpikeSlabClassification$Builder,exec_47,9,83,0.17407117537186229,-23.866353600600412,8,0.03178571905893221
SSMC,glms.SpikeSlabClassification$Builder,exec_47,9,91,0.21164334155085307,-27.71916396169486,8,0.037572166178990785
SSMC,glms.SpikeSlabClassification$Builder,exec_47,9,103,0.30236533872892263,-36.16258926211146,12,0.09072199717806956
SSMC,glms.SpikeSlabClassification$Builder,exec_47,9,114,0.45034914069249415,-49.96146087887525,11,0.14798380196357153
SSMC,glms.SpikeSlabClassification$Builder,exec_47,9,122,0.5649060124380154,-60.39263063618659,8,0.11455687174552126
SSMC,glms.SpikeSlabClassification$Builder,exec_47,9,129,0.6708292226248044,-69.83256378488035,7,0.10592321018678896
SSMC,glms.SpikeSlabClassification$Builder,exec_47,9,137,0.7975190484609821,-80.89462921740791,8,0.12668982583617772
SSMC,glms.SpikeSlabClassification$Builder,exec_47,9,145,0.976812788514485,-95.6492903050505,8,0.17929374005350296
SSMC,glms.SpikeSlabClassification$Builder,exec_47,10,1,4.4948523660751065E-20,-0.4643056081310979,1,4.4948523660751065E-20
SSMC,glms.SpikeSlabClassification$Builder,exec_47,10,40,0.0019996688549847657,-1.2954141910526493,39,0.0019996688549847657
SSMC,glms.SpikeSlabClassification$Builder,exec_47,10,72,0.03283088063924719,-5.930336809045046,32,0.030831211784262423
SSMC,glms.SpikeSlabClassification$Builder,exec_47,10,96,0.11414595491171697,-16.774389279789244,24,0.08131507427246978
SSMC,glms.SpikeSlabClassification$Builder,exec_47,10,109,0.1492676354785123,-21.10825852141418,13,0.03512168056679532
SSMC,glms.SpikeSlabClassification$Builder,exec_47,10,121,0.18219980856107226,-24.791221235367907,12,0.03293217308255997
SSMC,glms.SpikeSlabClassification$Builder,exec_47,10,133,0.22660851355904232,-29.26212852511692,12,0.04440870499797006
SSMC,glms.SpikeSlabClassification$Builder,exec_47,10,153,0.3661062817969271,-42.35304075799209,20,0.1394977682378848
SSMC,glms.SpikeSlabClassification$Builder,exec_47,10,168,0.513307558860938,-56.042728253213554,15,0.14720127706401093
SSMC,glms.SpikeSlabClassification$Builder,exec_47,10,181,0.6462536437609327,-67.921133103661,13,0.1329460848999947
SSMC,glms.SpikeSlabClassification$Builder,exec_47,10,193,0.7823331297015775,-79.87664571059848,12,0.13607948594064478
SSMC,glms.SpikeSlabClassification$Builder,exec_47,10,204,0.9356540501495216,-92.74057219332715,11,0.1533209204479441
SSMC,glms.SpikeSlabClassification$Builder,exec_47,11,1,4.373790719243148E-24,-0.5063463329619449,1,4.373790719243148E-24
SSMC,glms.SpikeSlabClassification$Builder,exec_47,11,78,0.008851543450343276,-2.628486244940637,77,0.008851543450343276
SSMC,glms.SpikeSlabClassification$Builder,exec_47,11,138,0.11973718285242153,-17.619718279521997,60,0.11088563940207825
SSMC,glms.SpikeSlabClassification$Builder,exec_47,11,158,0.1581376851110256,-22.235109397550765,20,0.03840050225860407
SSMC,glms.SpikeSlabClassification$Builder,exec_47,11,179,0.2015084034922147,-26.98323362600982,21,0.04337071838118908
SSMC,glms.SpikeSlabClassification$Builder,exec_47,11,211,0.32608220025911794,-38.9272629744595,32,0.12457379676690325
SSMC,glms.SpikeSlabClassification$Builder,exec_47,11,236,0.4912870304514942,-54.28728498387059,25,0.16520483019237625
SSMC,glms.SpikeSlabClassification$Builder,exec_47,11,254,0.6232600752351357,-66.23074544558715,18,0.13197304478364152
SSMC,glms.SpikeSlabClassification$Builder,exec_47,11,272,0.7689736329048164,-79.00106836404304,18,0.14571355766968064
SSMC,glms.SpikeSlabClassification$Builder,exec_47,11,291,0.9532721927532392,-94.5443500411586,19,0.1842985598484228
SSMC,hier.HierarchicalRockets$Builder,exec_43,0,1,0.4,-951.465630840224,1,0.4
SSMC,hier.HierarchicalRockets$Builder,exec_43,0,3,0.8,-1357.8360902513095,2,0.4
SSMC,hier.HierarchicalRockets$Builder,exec_43,1,1,0.13250159917070845,-16.41202535846967,1,0.13250159917070845
SSMC,hier.HierarchicalRockets$Builder,exec_43,1,3,0.5981335216945928,-365.91735926192246,2,0.4656319225238843
SSMC,hier.HierarchicalRockets$Builder,exec_43,1,5,0.9327638805990754,-476.0542464634422,2,0.33463035890448267
SSMC,hier.HierarchicalRockets$Builder,exec_43,2,1,0.01870135658393544,-5.428250412146043,1,0.01870135658393544
SSMC,hier.HierarchicalRockets$Builder,exec_43,2,2,0.0398324244180414,-15.422496532933405,1,0.021131067834105958
SSMC,hier.HierarchicalRockets$Builder,exec_43,2,3,0.07881089340959964,-30.20984062113665,1,0.03897846899155824
SSMC,hier.HierarchicalRockets$Builder,exec_43,2,4,0.15347006687774908,-55.40167033383888,1,0.07465917346814945
SSMC,hier.HierarchicalRockets$Builder,exec_43,2,5,0.30076211199340525,-102.11606587774997,1,0.14729204511565616
SSMC,hier.HierarchicalRockets$Builder,exec_43,2,6,0.7121847730464859,-186.9236263925073,1,0.4114226610530806
SSMC,hier.HierarchicalRockets$Builder,exec_43,2,7,0.7870739423180678,-399.00477271043917,1,0.07488916927158196
SSMC,hier.HierarchicalRockets$Builder,exec_43,2,9,0.9456453268400153,-457.65147773003406,2,0.15857138452194752
SSMC,hier.HierarchicalRockets$Builder,exec_43,3,1,0.009440132939010144,-3.298892865794755,1,0.009440132939010144
SSMC,hier.HierarchicalRockets$Builder,exec_43,3,2,0.03389575627970007,-9.674627968709832,1,0.024455623340689923
SSMC,hier.HierarchicalRockets$Builder,exec_43,3,3,0.06633714428890607,-26.601516606019555,1,0.032441388009206
SSMC,hier.HierarchicalRockets$Builder,exec_43,3,4,0.09503917187995255,-48.859290994147116,1,0.02870202759104648
SSMC,hier.HierarchicalRockets$Builder,exec_43,3,5,0.11877697502048343,-66.99107724618348,1,0.02373780314053088
SSMC,hier.HierarchicalRockets$Builder,exec_43,3,6,0.15435133074830779,-81.3729226338567,1,0.03557435572782436
SSMC,hier.HierarchicalRockets$Builder,exec_43,3,7,0.2040303996489372,-101.89198862053064,1,0.049679068900629425
SSMC,hier.HierarchicalRockets$Builder,exec_43,3,8,0.276206691598853,-129.38836922585395,1,0.07217629194991582
SSMC,hier.HierarchicalRockets$Builder,exec_43,3,9,0.3933497208311195,-168.98007682847947,1,0.1171430292322665
SSMC,hier.HierarchicalRockets$Builder,exec_43,3,10,0.5445523072386753,-229.12759633145814,1,0.1512025864075558
SSMC,hier.HierarchicalRockets$Builder,exec_43,3,11,0.6973967772598966,-303.0628555673785,1,0.15284447002122126
SSMC,hier.HierarchicalRockets$Builder,exec_43,3,12,0.8154071182497183,-371.12307926355976,1,0.11801034098982177
SSMC,hier.HierarchicalRockets$Builder,exec_43,3,13,0.8859604188322248,-418.08223405006726,1,0.07055330058250642
SSMC,hier.HierarchicalRockets$Builder,exec_43,3,14,0.954231982121548,-445.8847893375585,1,0.06827156328932327
SSMC,hier.HierarchicalRockets$Builder,exec_43,4,1,0.0012925484320104653,-1.1671197839622955,1,0.0012925484320104653
SSMC,hier.HierarchicalRockets$Builder,exec_43,4,2,0.004379360170028479,-2.732418606248702,1,0.0030868117380180135
SSMC,hier.HierarchicalRockets$Builder,exec_43,4,3,0.012035210704599123,-6.073953400394929,1,0.007655850534570644
SSMC,hier.HierarchicalRockets$Builder,exec_43,4,4,0.024223020603677894,-11.865456636253262,1,0.01218780989907877
SSMC,hier.HierarchicalRockets$Builder,exec_43,4,5,0.046574824242348725,-20.425085668201937,1,0.02235180363867083
SSMC,hier.HierarchicalRockets$Builder,exec_43,4,6,0.07380844099215317,-35.49721349863824,1,0.027233616749804443
SSMC,hier.HierarchicalRockets$Builder,exec_43,4,7,0.0928951153922306,-52.807709372704394,1,0.019086674400077427
SSMC,hier.HierarchicalRockets$Builder,exec_43,4,8,0.11438258736731052,-64.58466005892538,1,0.021487471975079928
SSMC,hier.HierarchicalRockets$Builder,exec_43,4,9,0.14355202076960358,-77.73262247918016,1,0.029169433402293055
SSMC,hier.HierarchicalRockets$Builder,exec_43,4,10,0.1757865062427475,-94.99539876603873,1,0.03223448547314392
SSMC,hier.HierarchicalRockets$Builder,exec_43,4,11,0.21708084529416805,-113.15741843524258,1,0.04129433905142055
SSMC,hier.HierarchicalRockets$Builder,exec_43,4,12,0.27633024551418645,-136.51751892198857,1,0.0592494002200184
SSMC,hier.HierarchicalRockets$Builder,exec_43,4,13,0.33859853465040396,-168.5741942348069,1,0.062268289136217514
SSMC,hier.HierarchicalRockets$Builder,exec_43,4,14,0.41919143960710004,-202.120054007366,1,0.08059290495669608
SSMC,hier.HierarchicalRockets$Builder,exec_43,4,15,0.5286143084197482,-243.3966369433822,1,0.10942286881264818
SSMC,hier.HierarchicalRockets$Builder,exec_43,4,16,0.5964226199292393,-296.72319145999865,1,0.06780831150949107
SSMC,hier.HierarchicalRockets$Builder,exec_43,4,17,0.6417468530050902,-328.45411205864445,1,0.04532423307585087
SSMC,hier.HierarchicalRockets$Builder,exec_43,4,18,0.690824834709972,-349.1637391245057,1,0.04907798170488187
SSMC,hier.HierarchicalRockets$Builder,exec_43,4,19,0.7628952319066215,-370.4849405276285,1,0.07207039719664943
SSMC,hier.HierarchicalRockets$Builder,exec_43,4,20,0.8321148119771045,-400.350819403951,1,0.06921958007048301
SSMC,hier.HierarchicalRockets$Builder,exec_43,4,21,0.8853688531523718,-427.8834232257094,1,0.05325404117526733
SSMC,hier.HierarchicalRockets$Builder,exec_43,4,22,0.9487601027150528,-448.4518369013301,1,0.06339124956268105
SSMC,hier.HierarchicalRockets$Builder,exec_43,5,1,7.374761169921277E-4,-0.9722063398346483,1,7.374761169921277E-4
SSMC,hier.HierarchicalRockets$Builder,exec_43,5,2,0.0016301796747149008,-1.979065688874404,1,8.92703557722773E-4
SSMC,hier.HierarchicalRockets$Builder,exec_43,5,3,0.0028721539549827367,-3.1049030057777434,1,0.001241974280267836
SSMC,hier.HierarchicalRockets$Builder,exec_43,5,4,0.008946431121508612,-4.496067667265429,1,0.006074277166525875
SSMC,hier.HierarchicalRockets$Builder,exec_43,5,5,0.02303756973755535,-10.185805005901283,1,0.01409113861604674
SSMC,hier.HierarchicalRockets$Builder,exec_43,5,6,0.03959686562671527,-22.101006652176352,1,0.01655929588915992
SSMC,hier.HierarchicalRockets$Builder,exec_43,5,7,0.05660023952881202,-34.68299876482363,1,0.017003373902096747
SSMC,hier.HierarchicalRockets$Builder,exec_43,5,8,0.07383166716126047,-46.52191549601618,1,0.01723142763244845
SSMC,hier.HierarchicalRockets$Builder,exec_43,5,9,0.09102992954788149,-57.933673104293035,1,0.01719826238662102
SSMC,hier.HierarchicalRockets$Builder,exec_43,5,10,0.11381960426395707,-68.63264697202926,1,0.022789674716075584
SSMC,hier.HierarchicalRockets$Builder,exec_43,5,11,0.13620032964967763,-82.30917538018096,1,0.022380725385720557
SSMC,hier.HierarchicalRockets$Builder,exec_43,5,12,0.15808701810710907,-95.46056041774142,1,0.02188668845743144
SSMC,hier.HierarchicalRockets$Builder,exec_43,5,13,0.18711073150242785,-108.0727103911772,1,0.029023713395318784
SSMC,hier.HierarchicalRockets$Builder,exec_43,5,14,0.22546947020464814,-124.37931257191815,1,0.038358738702220285
SSMC,hier.HierarchicalRockets$Builder,exec_43,5,15,0.2522548228945608,-145.6836563057747,1,0.026785352689912667
SSMC,hier.HierarchicalRockets$Builder,exec_43,5,16,0.28799790652349133,-160.11056884929428,1,0.03574308362893053
SSMC,hier.HierarchicalRockets$Builder,exec_43,5,17,0.33975268430741723,-178.62536503359416,1,0.0517547777839259
SSMC,hier.HierarchicalRockets$Builder,exec_43,5,18,0.3823647545408785,-205.20052603868973,1,0.04261207023346125
SSMC,hier.HierarchicalRockets$Builder,exec_43,5,19,0.42635102635779415,-226.4809162690635,1,0.04398627181691567
SSMC,hier.HierarchicalRockets$Builder,exec_43,5,20,0.4794438387607476,-248.02936020108427,1,0.05309281240295344
SSMC,hier.HierarchicalRockets$Builder,exec_43,5,21,0.5289258130216609,-273.16799539678203,1,0.049481974260913275
SSMC,hier.HierarchicalRockets$Builder,exec_43,5,22,0.5623234672070623,-295.8268903206802,1,0.033397654185401415
SSMC,hier.HierarchicalRockets$Builder,exec_43,5,23,0.5949700594067789,-310.73223355299007,1,0.03264659219971666
SSMC,hier.HierarchicalRockets$Builder,exec_43,5,24,0.6437157479423222,-325.12885634198204,1,0.048745688535543286
SSMC,hier.HierarchicalRockets$Builder,exec_43,5,25,0.6779814808676967,-346.00260599186515,1,0.03426573292537449
SSMC,hier.HierarchicalRockets$Builder,exec_43,5,26,0.7110590810394464,-360.28701983514804,1,0.033077600171749655
