method,model,execFolder,round,value
PT-10,blang.validation.internals.fixtures.Diffusion$Builder,exec_25,8,3.555523741297666
PT-10,blang.validation.internals.fixtures.Diffusion$Builder,exec_25,9,3.390532004363048
PT-10,blang.validation.internals.fixtures.Diffusion$Builder,exec_25,10,3.3670026597880627
PT-10,blang.validation.internals.fixtures.Diffusion$Builder,exec_25,11,3.369850650153253
PT-10,demos.UnidentifiableProduct$Builder,exec_15,0,2.27202435078639
PT-10,demos.UnidentifiableProduct$Builder,exec_15,1,2.2022132633862554
PT-10,demos.UnidentifiableProduct$Builder,exec_15,2,3.0978308835148636
PT-10,demos.UnidentifiableProduct$Builder,exec_15,3,3.2708458681959094
PT-10,demos.UnidentifiableProduct$Builder,exec_15,4,3.2700800228794717
PT-10,demos.UnidentifiableProduct$Builder,exec_15,5,3.1544097225822147
PT-10,demos.UnidentifiableProduct$Builder,exec_15,6,3.226827197768557
PT-10,demos.UnidentifiableProduct$Builder,exec_15,7,3.61710303404254
PT-10,demos.UnidentifiableProduct$Builder,exec_15,8,3.502624611348248
PT-10,demos.UnidentifiableProduct$Builder,exec_15,9,3.50101576237227
PT-10,demos.UnidentifiableProduct$Builder,exec_15,10,3.4704650625645304
PT-10,demos.UnidentifiableProduct$Builder,exec_15,11,3.4976445819304245
PT-20,mix.SimpleMixture$Builder,exec_39,0,3.7015386101188503
PT-20,mix.SimpleMixture$Builder,exec_39,1,4.956112406617946
PT-20,mix.SimpleMixture$Builder,exec_39,2,6.784366054256716
PT-20,mix.SimpleMixture$Builder,exec_39,3,7.400109241317513
PT-20,mix.SimpleMixture$Builder,exec_39,4,7.404465328317955
PT-20,mix.SimpleMixture$Builder,exec_39,5,7.017375542978829
PT-20,mix.SimpleMixture$Builder,exec_39,6,7.689654201336648
PT-20,mix.SimpleMixture$Builder,exec_39,7,7.955857964150426
PT-20,mix.SimpleMixture$Builder,exec_39,8,7.866589427077878
PT-20,mix.SimpleMixture$Builder,exec_39,9,7.8715554767465665
PT-20,mix.SimpleMixture$Builder,exec_39,10,7.963921516081404
SAIS,demos.XY$Builder,exec_3,0,4.716669786522971
SAIS,demos.XY$Builder,exec_3,1,4.212667711334831
SAIS,demos.XY$Builder,exec_3,2,3.770308788767746
SAIS,demos.XY$Builder,exec_3,3,5.288879900779852
SAIS,demos.XY$Builder,exec_3,4,5.482924983704414
SAIS,demos.XY$Builder,exec_3,5,5.430768133279969
SAIS,demos.XY$Builder,exec_3,6,5.701914091875128
SAIS,demos.XY$Builder,exec_3,7,5.741131901539423
SAIS,demos.XY$Builder,exec_3,8,5.835109601707171
SAIS,demos.XY$Builder,exec_3,9,5.821981207599007
SAIS,demos.XY$Builder,exec_3,10,5.822067665617266
SAIS,demos.XY$Builder,exec_3,11,5.827236477505927
PT-20,demos.AnnealedMVN$Builder,exec_26,0,1.0187950264708916
PT-20,demos.AnnealedMVN$Builder,exec_26,1,1.2679547682833965
PT-20,demos.AnnealedMVN$Builder,exec_26,2,1.5929909993965081
PT-20,demos.AnnealedMVN$Builder,exec_26,3,1.1459556437820106
PT-20,demos.AnnealedMVN$Builder,exec_26,4,1.3803329786604217
PT-20,demos.AnnealedMVN$Builder,exec_26,5,1.4326231907486986
PT-20,demos.AnnealedMVN$Builder,exec_26,6,1.4355521063941554
PT-20,demos.AnnealedMVN$Builder,exec_26,7,1.3767944026981238
PT-20,demos.AnnealedMVN$Builder,exec_26,8,1.4044062948337745
PT-20,demos.AnnealedMVN$Builder,exec_26,9,1.3479368967356988
PT-20,demos.AnnealedMVN$Builder,exec_26,10,1.3655522255808583
SAIS,demos.PhylogeneticTree$Builder,exec_32,0,2.42650286986781
SAIS,demos.PhylogeneticTree$Builder,exec_32,1,2.5011745691059066
SAIS,demos.PhylogeneticTree$Builder,exec_32,2,2.577092256730353
SAIS,demos.PhylogeneticTree$Builder,exec_32,3,3.277488350813394
SAIS,demos.PhylogeneticTree$Builder,exec_32,4,6.349998335883166
SAIS,demos.PhylogeneticTree$Builder,exec_32,5,5.297834618119522
SAIS,demos.PhylogeneticTree$Builder,exec_32,6,7.173778884963516
SAIS,demos.PhylogeneticTree$Builder,exec_32,7,10.65589615678777
SAIS,demos.PhylogeneticTree$Builder,exec_32,8,12.471719927249618
SAIS,demos.PhylogeneticTree$Builder,exec_32,9,7.951536978408658
SAIS,demos.PhylogeneticTree$Builder,exec_32,10,10.278537839658158
SAIS,demos.PhylogeneticTree$Builder,exec_32,11,11.288162656023495
PT-10,ode.MRNATransfection$Builder,exec_23,0,3.9993286984171075
PT-10,ode.MRNATransfection$Builder,exec_23,1,3.3233775169937636
PT-10,ode.MRNATransfection$Builder,exec_23,2,4.941956303695944
PT-10,ode.MRNATransfection$Builder,exec_23,3,6.31777871211118
PT-10,ode.MRNATransfection$Builder,exec_23,4,6.447356115707399
PT-10,ode.MRNATransfection$Builder,exec_23,5,5.388783138265773
PT-10,ode.MRNATransfection$Builder,exec_23,6,6.1680120215409575
PT-10,ode.MRNATransfection$Builder,exec_23,7,6.3527332465332895
PT-10,ode.MRNATransfection$Builder,exec_23,8,6.563195779293516
PT-10,ode.MRNATransfection$Builder,exec_23,9,6.747385864687702
PT-10,ode.MRNATransfection$Builder,exec_23,10,6.774697384055634
PT-10,ode.MRNATransfection$Builder,exec_23,11,6.796528941698775
SAIS,blang.validation.internals.fixtures.Diffusion$Builder,exec_2,0,2.1547564840256452
SAIS,blang.validation.internals.fixtures.Diffusion$Builder,exec_2,1,3.1716394279063826
SAIS,blang.validation.internals.fixtures.Diffusion$Builder,exec_2,2,3.554648044292023
SAIS,blang.validation.internals.fixtures.Diffusion$Builder,exec_2,3,4.70025848108912
SAIS,blang.validation.internals.fixtures.Diffusion$Builder,exec_2,4,5.9909084557500965
SAIS,blang.validation.internals.fixtures.Diffusion$Builder,exec_2,5,5.168413503380595
SAIS,blang.validation.internals.fixtures.Diffusion$Builder,exec_2,6,5.867331732360488
SAIS,blang.validation.internals.fixtures.Diffusion$Builder,exec_2,7,6.9214877581168865
SAIS,blang.validation.internals.fixtures.Diffusion$Builder,exec_2,8,6.928629370744226
SAIS,blang.validation.internals.fixtures.Diffusion$Builder,exec_2,9,6.934538308194958
SAIS,blang.validation.internals.fixtures.Diffusion$Builder,exec_2,10,6.9580107176886425
SAIS,blang.validation.internals.fixtures.Diffusion$Builder,exec_2,11,7.14917411059014
PT-10,demos.AnnealedMVN$Builder,exec_14,0,1.4815156107381302
PT-10,demos.AnnealedMVN$Builder,exec_14,1,1.5906888343876313
PT-10,demos.AnnealedMVN$Builder,exec_14,2,0.9453548358762222
PT-10,demos.AnnealedMVN$Builder,exec_14,3,1.3663369385952928
PT-10,demos.AnnealedMVN$Builder,exec_14,4,1.2358930890146222
PT-10,demos.AnnealedMVN$Builder,exec_14,5,1.4239513678371758
PT-10,demos.AnnealedMVN$Builder,exec_14,6,1.4323920325084853
PT-10,demos.AnnealedMVN$Builder,exec_14,7,1.2798930712459864
PT-10,demos.AnnealedMVN$Builder,exec_14,8,1.381330034702413
PT-10,demos.AnnealedMVN$Builder,exec_14,9,1.4008065210308005
PT-10,demos.AnnealedMVN$Builder,exec_14,10,1.3476869777194778
PT-10,demos.AnnealedMVN$Builder,exec_14,11,1.3621432196785213
PT-20,demos.XY$Builder,exec_29,0,2.7717794537725595
PT-20,demos.XY$Builder,exec_29,1,3.1369861127733487
PT-20,demos.XY$Builder,exec_29,2,3.197800661076787
PT-20,demos.XY$Builder,exec_29,3,2.8952209743823003
PT-20,demos.XY$Builder,exec_29,4,3.044101372267935
PT-20,demos.XY$Builder,exec_29,5,3.1317659201557464
PT-20,demos.XY$Builder,exec_29,6,3.314172407562891
PT-20,demos.XY$Builder,exec_29,7,3.3783277184017653
PT-20,demos.XY$Builder,exec_29,8,3.2207720932865977
PT-20,demos.XY$Builder,exec_29,9,3.3050070769079363
PT-20,demos.XY$Builder,exec_29,10,3.2724543231377616
PT-10,hier.HierarchicalRockets$Builder,exec_44,0,2.770858757567421
PT-10,hier.HierarchicalRockets$Builder,exec_44,1,6.411620243604341
PT-10,hier.HierarchicalRockets$Builder,exec_44,2,8.038410516896034
PT-10,hier.HierarchicalRockets$Builder,exec_44,3,7.786006896826338
PT-10,hier.HierarchicalRockets$Builder,exec_44,4,7.898162629635542
PT-10,hier.HierarchicalRockets$Builder,exec_44,5,8.154397238200975
PT-10,hier.HierarchicalRockets$Builder,exec_44,6,8.086121105878146
PT-10,hier.HierarchicalRockets$Builder,exec_44,7,8.071377515816728
PT-10,hier.HierarchicalRockets$Builder,exec_44,8,8.108005721861216
PT-10,hier.HierarchicalRockets$Builder,exec_44,9,8.185767851155164
PT-10,hier.HierarchicalRockets$Builder,exec_44,10,8.164114496372775
PT-10,hier.HierarchicalRockets$Builder,exec_44,11,8.188408860574606
PT-10,demos.ToyMix$Builder,exec_21,0,1.1006686302958473
PT-10,demos.ToyMix$Builder,exec_21,1,1.8444374416622207
PT-10,demos.ToyMix$Builder,exec_21,2,1.0539129758127763
PT-10,demos.ToyMix$Builder,exec_21,3,1.2302506021983879
PT-10,demos.ToyMix$Builder,exec_21,4,1.1321979015509904
PT-10,demos.ToyMix$Builder,exec_21,5,1.2474685695221273
PT-10,demos.ToyMix$Builder,exec_21,6,1.3472538285352282
PT-10,demos.ToyMix$Builder,exec_21,7,1.2697552102135015
PT-10,demos.ToyMix$Builder,exec_21,8,1.2486667721369802
PT-10,demos.ToyMix$Builder,exec_21,9,1.304685916985267
PT-10,demos.ToyMix$Builder,exec_21,10,1.2960763940412365
PT-10,demos.ToyMix$Builder,exec_21,11,1.2824186767921728
PT-10,glms.SpikeSlabClassification$Builder,exec_46,0,3.474477612265047
PT-10,glms.SpikeSlabClassification$Builder,exec_46,1,1.786500421955475
PT-10,glms.SpikeSlabClassification$Builder,exec_46,2,3.124087332433641
PT-10,glms.SpikeSlabClassification$Builder,exec_46,3,4.074799948525518
PT-10,glms.SpikeSlabClassification$Builder,exec_46,4,4.021525169092646
PT-10,glms.SpikeSlabClassification$Builder,exec_46,5,4.188000314950058
PT-10,glms.SpikeSlabClassification$Builder,exec_46,6,4.445538670221412
PT-10,glms.SpikeSlabClassification$Builder,exec_46,7,4.357490316076695
PT-10,glms.SpikeSlabClassification$Builder,exec_46,8,4.333050288037905
PT-10,glms.SpikeSlabClassification$Builder,exec_46,9,4.304563450824769
PT-10,glms.SpikeSlabClassification$Builder,exec_46,10,4.3303756506783655
PT-10,glms.SpikeSlabClassification$Builder,exec_46,11,4.32673229746515
SSMC,demos.ToyMix$Builder,exec_7,0,1.288159875118342
SSMC,demos.ToyMix$Builder,exec_7,1,1.793748479634089
SSMC,demos.ToyMix$Builder,exec_7,2,2.3786653548405385
SSMC,demos.ToyMix$Builder,exec_7,3,2.765449383718542
SSMC,demos.ToyMix$Builder,exec_7,4,2.56153366477552
