method,model,execFolder,round,isAdapt,beta,value
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.49,1.5006220177949672
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.5,1.8943986008838536
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.51,2.3453578505289525
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.52,9.063842927599211
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.53,11.281239005266002
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.54,7.6815220619698295
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.55,5.790886829621214
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.56,5.331656482030318
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.57,4.902233883098228
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.58,4.502619032824935
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.59,4.132811931210426
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.6,3.7928125782547193
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.61,3.4826209739578093
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.62,3.202237118319699
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.63,2.951661011340377
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.64,2.7308926530198576
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.65,2.539932043358144
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.66,2.37877918235521
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.67,2.247434070011078
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.68,2.1458967063257433
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.69,2.074167091299209
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.7,2.0322452249314686
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.71,2.020131107222518
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.72,2.0378247381723646
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.73,2.0853261177810225
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.74,2.162635246048467
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.75,2.2697521229747046
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.76,2.406676748559743
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.77,2.573409122803575
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.78,2.769949245706197
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.79,2.996297117267627
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.8,3.2524527374878573
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.81,3.5384161063668778
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.82,3.85418722390469
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.83,4.199766090101301
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.84,4.575152704956716
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.85,4.980347068470916
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.86,5.415349180643916
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.87,5.880159041475723
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.88,6.374776650966307
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.89,7.532737972338502
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.9,8.617787130685429
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.91,9.45940294704178
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.92,10.057585421407595
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.93,10.412334553782799
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.94,10.523650344167407
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.95,10.391532792561463
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.96,10.015981898964931
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.97,9.355177838539817
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.98,10.779342824502805
SSMC,ode.MRNATransfection$Builder,exec_20,2,true,0.99,15.09208439484297
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.01,40.81016875012269
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.02,19.94781536832312
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.03,14.786674512028654
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.04,13.489318721177156
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.05,9.606556781435017
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.06,8.155465589632513
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.07,8.238170796605232
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.08,7.374011304200192
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.09,6.699092019077014
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.1,6.213412941235724
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.11,5.916974070676289
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.12,5.809775407398746
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.13,5.891816951403065
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.14,6.1630987026892825
SSMC,ode.MRNATransfection$Builder,exec_20,3,true,0.15,6.623620661257353
