method,model,execFolder,round,isAdapt,nExplorationSteps,value
PT-20,demos.XY$Builder,exec_23,13,false,30720000,30137
SSMC,demos.DiscreteMultimodal$Builder,exec_2,0,true,150.0,115
SSMC,demos.DiscreteMultimodal$Builder,exec_2,1,true,384.0,23
SSMC,demos.DiscreteMultimodal$Builder,exec_2,2,true,864.0,31
SSMC,demos.DiscreteMultimodal$Builder,exec_2,3,true,1734.0,33
SSMC,demos.DiscreteMultimodal$Builder,exec_2,4,true,3750.0,35
SSMC,demos.DiscreteMultimodal$Builder,exec_2,5,true,7776.0,47
SSMC,demos.DiscreteMultimodal$Builder,exec_2,6,true,15606.0,62
SSMC,demos.DiscreteMultimodal$Builder,exec_2,7,true,31974.0,110
SSMC,demos.DiscreteMultimodal$Builder,exec_2,8,true,64896.0,128
SSMC,demos.DiscreteMultimodal$Builder,exec_2,9,true,131424.0,177
SSMC,demos.DiscreteMultimodal$Builder,exec_2,10,true,264600.0,300
SSMC,demos.DiscreteMultimodal$Builder,exec_2,11,true,529254.0,446
SSMC,demos.DiscreteMultimodal$Builder,exec_2,12,true,1063446.0,576
SSMC,demos.DiscreteMultimodal$Builder,exec_2,13,true,2131296.0,899
SSMC,demos.DiscreteMultimodal$Builder,exec_2,14,false,4263894.0,1568
SAIS,demos.XY$Builder,exec_14,0,true,1875.0,126
SAIS,demos.XY$Builder,exec_14,1,true,4800.0,58
SAIS,demos.XY$Builder,exec_14,2,true,10800.0,57
SAIS,demos.XY$Builder,exec_14,3,true,21675.0,80
SAIS,demos.XY$Builder,exec_14,4,true,46875.0,149
SAIS,demos.XY$Builder,exec_14,5,true,97200.0,128
SAIS,demos.XY$Builder,exec_14,6,true,195075.0,202
SAIS,demos.XY$Builder,exec_14,7,true,399675.0,293
SAIS,demos.XY$Builder,exec_14,8,true,811200.0,351
SAIS,demos.XY$Builder,exec_14,9,true,1642800.0,655
SAIS,demos.XY$Builder,exec_14,10,true,3307500.0,1138
SAIS,demos.XY$Builder,exec_14,11,true,6615675.0,2135
SAIS,demos.XY$Builder,exec_14,12,true,1.3293075E7,4094
SAIS,demos.XY$Builder,exec_14,13,true,2.66412E7,7791
SAIS,demos.XY$Builder,exec_14,14,false,5.3298675E7,14741
SAIS,ode.MRNATransfection$Builder,exec_29,0,true,375.0,141
SAIS,ode.MRNATransfection$Builder,exec_29,1,true,960.0,58
SAIS,ode.MRNATransfection$Builder,exec_29,2,true,2160.0,95
SAIS,ode.MRNATransfection$Builder,exec_29,3,true,4335.0,135
SAIS,ode.MRNATransfection$Builder,exec_29,4,true,9375.0,196
SAIS,ode.MRNATransfection$Builder,exec_29,5,true,19440.0,243
SAIS,ode.MRNATransfection$Builder,exec_29,6,true,39015.0,344
SAIS,ode.MRNATransfection$Builder,exec_29,7,true,79935.0,639
SAIS,ode.MRNATransfection$Builder,exec_29,8,true,162240.0,1146
SAIS,ode.MRNATransfection$Builder,exec_29,9,true,328560.0,2218
SAIS,ode.MRNATransfection$Builder,exec_29,10,true,661500.0,4114
SAIS,ode.MRNATransfection$Builder,exec_29,11,true,1323135.0,7774
SAIS,ode.MRNATransfection$Builder,exec_29,12,true,2658615.0,14545
SAIS,ode.MRNATransfection$Builder,exec_29,13,true,5328240.0,29103
SAIS,ode.MRNATransfection$Builder,exec_29,14,false,1.0659735E7,56961
SAIS,hier.HierarchicalRockets$Builder,exec_44,0,true,27675.0,623
SAIS,hier.HierarchicalRockets$Builder,exec_44,1,true,70848.0,542
SAIS,hier.HierarchicalRockets$Builder,exec_44,2,true,159408.0,571
SAIS,hier.HierarchicalRockets$Builder,exec_44,3,true,319923.0,840
SAIS,hier.HierarchicalRockets$Builder,exec_44,4,true,691875.0,1607
SAIS,hier.HierarchicalRockets$Builder,exec_44,5,true,1434672.0,3302
SAIS,hier.HierarchicalRockets$Builder,exec_44,6,true,2879307.0,6057
SAIS,hier.HierarchicalRockets$Builder,exec_44,7,true,5899203.0,12367
SAIS,hier.HierarchicalRockets$Builder,exec_44,8,true,1.1973312E7,25318
SAIS,hier.HierarchicalRockets$Builder,exec_44,9,true,2.4247728E7,54688
SAIS,hier.HierarchicalRockets$Builder,exec_44,10,true,4.88187E7,92266
SAIS,hier.HierarchicalRockets$Builder,exec_44,11,true,9.7647363E7,211826
SAIS,hier.HierarchicalRockets$Builder,exec_44,12,true,1.96205787E8,490780
SAIS,hier.HierarchicalRockets$Builder,exec_44,13,true,3.93224112E8,742287
SAIS,hier.HierarchicalRockets$Builder,exec_44,14,false,7.86688443E8,1532271
PT-10,blang.validation.internals.fixtures.Diffusion$Builder,exec_21,0,true,810,74
PT-10,blang.validation.internals.fixtures.Diffusion$Builder,exec_21,1,true,1350,27
PT-10,blang.validation.internals.fixtures.Diffusion$Builder,exec_21,2,true,2700,30
PT-10,blang.validation.internals.fixtures.Diffusion$Builder,exec_21,3,true,5400,45
PT-10,blang.validation.internals.fixtures.Diffusion$Builder,exec_21,4,true,10800,92
PT-10,blang.validation.internals.fixtures.Diffusion$Builder,exec_21,5,true,21600,115
PT-10,blang.validation.internals.fixtures.Diffusion$Builder,exec_21,6,true,43200,223
PT-10,blang.validation.internals.fixtures.Diffusion$Builder,exec_21,7,true,86400,384
PT-10,blang.validation.internals.fixtures.Diffusion$Builder,exec_21,8,true,172800,659
PT-10,blang.validation.internals.fixtures.Diffusion$Builder,exec_21,9,true,345600,1022
PT-10,blang.validation.internals.fixtures.Diffusion$Builder,exec_21,10,true,691200,2001
PT-10,blang.validation.internals.fixtures.Diffusion$Builder,exec_21,11,true,1382400,3979
PT-10,blang.validation.internals.fixtures.Diffusion$Builder,exec_21,12,true,2765070,7941
PT-10,blang.validation.internals.fixtures.Diffusion$Builder,exec_21,13,true,5529870,15890
PT-10,blang.validation.internals.fixtures.Diffusion$Builder,exec_21,14,false,11059200,31698
PT-10,glms.SpikeSlabClassification$Builder,exec_46,0,true,1710,863
PT-10,glms.SpikeSlabClassification$Builder,exec_46,1,true,2850,466
PT-10,glms.SpikeSlabClassification$Builder,exec_46,2,true,5700,897
PT-10,glms.SpikeSlabClassification$Builder,exec_46,3,true,11400,1668
PT-10,glms.SpikeSlabClassification$Builder,exec_46,4,true,22800,3581
PT-10,glms.SpikeSlabClassification$Builder,exec_46,5,true,45600,7249
PT-10,glms.SpikeSlabClassification$Builder,exec_46,6,true,91200,14142
PT-10,glms.SpikeSlabClassification$Builder,exec_46,7,true,182400,28446
PT-10,glms.SpikeSlabClassification$Builder,exec_46,8,true,364800,51770
PT-10,glms.SpikeSlabClassification$Builder,exec_46,9,true,729600,102224
PT-10,glms.SpikeSlabClassification$Builder,exec_46,10,true,1459200,206885
PT-10,glms.SpikeSlabClassification$Builder,exec_46,11,true,2918400,425469
PT-10,glms.SpikeSlabClassification$Builder,exec_46,12,true,5837370,825839
PT-10,glms.SpikeSlabClassification$Builder,exec_46,13,true,11674170,1701174
PT-10,glms.SpikeSlabClassification$Builder,exec_46,14,false,23347200,3415155
SSMC,demos.UnidentifiableProduct$Builder,exec_7,0,true,150.0,116
SSMC,demos.UnidentifiableProduct$Builder,exec_7,1,true,384.0,33
SSMC,demos.UnidentifiableProduct$Builder,exec_7,2,true,864.0,57
SSMC,demos.UnidentifiableProduct$Builder,exec_7,3,true,1734.0,41
SSMC,demos.UnidentifiableProduct$Builder,exec_7,4,true,3750.0,59
SSMC,demos.UnidentifiableProduct$Builder,exec_7,5,true,7776.0,74
SSMC,demos.UnidentifiableProduct$Builder,exec_7,6,true,15606.0,100
SSMC,demos.UnidentifiableProduct$Builder,exec_7,7,true,31974.0,135
SSMC,demos.UnidentifiableProduct$Builder,exec_7,8,true,64896.0,231
SSMC,demos.UnidentifiableProduct$Builder,exec_7,9,true,131424.0,375
SSMC,demos.UnidentifiableProduct$Builder,exec_7,10,true,264600.0,567
SSMC,demos.UnidentifiableProduct$Builder,exec_7,11,true,529254.0,955
SSMC,demos.UnidentifiableProduct$Builder,exec_7,12,true,1063446.0,1549
SSMC,demos.UnidentifiableProduct$Builder,exec_7,13,true,2131296.0,2776
SSMC,demos.UnidentifiableProduct$Builder,exec_7,14,false,4263894.0,5074
SSMC,blang.validation.internals.fixtures.Ising$Builder,exec_10,0,true,1875.0,138
SSMC,blang.validation.internals.fixtures.Ising$Builder,exec_10,1,true,4800.0,59
SSMC,blang.validation.internals.fixtures.Ising$Builder,exec_10,2,true,10800.0,80
SSMC,blang.validation.internals.fixtures.Ising$Builder,exec_10,3,true,21675.0,123
SSMC,blang.validation.internals.fixtures.Ising$Builder,exec_10,4,true,46875.0,152
SSMC,blang.validation.internals.fixtures.Ising$Builder,exec_10,5,true,97200.0,81
SSMC,blang.validation.internals.fixtures.Ising$Builder,exec_10,6,true,195075.0,114
SSMC,blang.validation.internals.fixtures.Ising$Builder,exec_10,7,true,399675.0,204
SSMC,blang.validation.internals.fixtures.Ising$Builder,exec_10,8,true,811200.0,347
SSMC,blang.validation.internals.fixtures.Ising$Builder,exec_10,9,true,1642800.0,385
SSMC,blang.validation.internals.fixtures.Ising$Builder,exec_10,10,true,3307500.0,700
SSMC,blang.validation.internals.fixtures.Ising$Builder,exec_10,11,true,6615675.0,1214
SSMC,blang.validation.internals.fixtures.Ising$Builder,exec_10,12,true,1.3293075E7,2181
SSMC,blang.validation.internals.fixtures.Ising$Builder,exec_10,13,true,2.66412E7,4149
SSMC,blang.validation.internals.fixtures.Ising$Builder,exec_10,14,false,5.3298675E7,8115
PT-10,mix.SimpleMixture$Builder,exec_38,0,true,27450,606
PT-10,mix.SimpleMixture$Builder,exec_38,1,true,45750,149
PT-10,mix.SimpleMixture$Builder,exec_38,2,true,91500,248
PT-10,mix.SimpleMixture$Builder,exec_38,3,true,183000,476
PT-10,mix.SimpleMixture$Builder,exec_38,4,true,366000,760
PT-10,mix.SimpleMixture$Builder,exec_38,5,true,732000,1438
PT-10,mix.SimpleMixture$Builder,exec_38,6,true,1464000,2891
PT-10,mix.SimpleMixture$Builder,exec_38,7,true,2928000,5683
PT-10,mix.SimpleMixture$Builder,exec_38,8,true,5856000,10992
PT-10,mix.SimpleMixture$Builder,exec_38,9,true,11712000,22068
PT-10,mix.SimpleMixture$Builder,exec_38,10,true,23424000,43370
PT-10,mix.SimpleMixture$Builder,exec_38,11,true,46848000,86832
PT-10,mix.SimpleMixture$Builder,exec_38,12,true,93705150,157833
PT-10,mix.SimpleMixture$Builder,exec_38,13,true,187401150,313808
PT-10,mix.SimpleMixture$Builder,exec_38,14,false,374784000,625312
PT-10,demos.ToyMix$Builder,exec_24,0,true,90,73
PT-10,demos.ToyMix$Builder,exec_24,1,true,150,23
PT-10,demos.ToyMix$Builder,exec_24,2,true,300,28
PT-10,demos.ToyMix$Builder,exec_24,3,true,600,52
PT-10,demos.ToyMix$Builder,exec_24,4,true,1200,61
PT-10,demos.ToyMix$Builder,exec_24,5,true,2400,99
PT-10,demos.ToyMix$Builder,exec_24,6,true,4800,203
PT-10,demos.ToyMix$Builder,exec_24,7,true,9600,480
PT-10,demos.ToyMix$Builder,exec_24,8,true,19200,672
PT-10,demos.ToyMix$Builder,exec_24,9,true,38400,1059
PT-10,demos.ToyMix$Builder,exec_24,10,true,76800,2088
PT-10,demos.ToyMix$Builder,exec_24,11,true,153600,4183
PT-10,demos.ToyMix$Builder,exec_24,12,true,307230,8415
PT-10,demos.ToyMix$Builder,exec_24,13,true,614430,16679
PT-10,demos.ToyMix$Builder,exec_24,14,false,1228800,33533
SAIS,demos.AnnealedMVN$Builder,exec_11,0,true,375.0,95
SAIS,demos.AnnealedMVN$Builder,exec_11,1,true,960.0,35
SAIS,demos.AnnealedMVN$Builder,exec_11,2,true,2160.0,43
SAIS,demos.AnnealedMVN$Builder,exec_11,3,true,4335.0,40
SAIS,demos.AnnealedMVN$Builder,exec_11,4,true,9375.0,54
SAIS,demos.AnnealedMVN$Builder,exec_11,5,true,19440.0,64
SAIS,demos.AnnealedMVN$Builder,exec_11,6,true,39015.0,80
SAIS,demos.AnnealedMVN$Builder,exec_11,7,true,79935.0,138
SAIS,demos.AnnealedMVN$Builder,exec_11,8,true,162240.0,251
SAIS,demos.AnnealedMVN$Builder,exec_11,9,true,328560.0,373
SAIS,demos.AnnealedMVN$Builder,exec_11,10,true,661500.0,651
SAIS,demos.AnnealedMVN$Builder,exec_11,11,true,1323135.0,1033
SAIS,demos.AnnealedMVN$Builder,exec_11,12,true,2658615.0,1701
SAIS,demos.AnnealedMVN$Builder,exec_11,13,true,5328240.0,3771
SAIS,demos.AnnealedMVN$Builder,exec_11,14,false,1.0659735E7,6642
SAIS,demos.PhylogeneticTree$Builder,exec_36,0,true,300.0,367
SAIS,demos.PhylogeneticTree$Builder,exec_36,1,true,768.0,158
SAIS,demos.PhylogeneticTree$Builder,exec_36,2,true,1728.0,470
SAIS,demos.PhylogeneticTree$Builder,exec_36,3,true,3468.0,479
SAIS,demos.PhylogeneticTree$Builder,exec_36,4,true,7500.0,727
SAIS,demos.PhylogeneticTree$Builder,exec_36,5,true,15552.0,1071
SAIS,demos.PhylogeneticTree$Builder,exec_36,6,true,31212.0,1918
SAIS,demos.PhylogeneticTree$Builder,exec_36,7,true,63948.0,3708
SAIS,demos.PhylogeneticTree$Builder,exec_36,8,true,129792.0,7235
SAIS,demos.PhylogeneticTree$Builder,exec_36,9,true,262848.0,14143
SAIS,demos.PhylogeneticTree$Builder,exec_36,10,true,529200.0,28431
SAIS,demos.PhylogeneticTree$Builder,exec_36,11,true,1058508.0,56451
SAIS,demos.PhylogeneticTree$Builder,exec_36,12,true,2126892.0,112763
SAIS,demos.PhylogeneticTree$Builder,exec_36,13,true,4262592.0,224983
SAIS,demos.PhylogeneticTree$Builder,exec_36,14,false,8527788.0,449420
SSMC,mix.SimpleMixture$Builder,exec_41,0,true,22875.0,523
SSMC,mix.SimpleMixture$Builder,exec_41,1,true,58560.0,337
SSMC,mix.SimpleMixture$Builder,exec_41,2,true,131760.0,445
SSMC,mix.SimpleMixture$Builder,exec_41,3,true,264435.0,602
SSMC,mix.SimpleMixture$Builder,exec_41,4,true,571875.0,1132
SSMC,mix.SimpleMixture$Builder,exec_41,5,true,1185840.0,2162
SSMC,mix.SimpleMixture$Builder,exec_41,6,true,2379915.0,4197
SSMC,mix.SimpleMixture$Builder,exec_41,7,true,4876035.0,8040
SSMC,mix.SimpleMixture$Builder,exec_41,8,true,9896640.0,15713
SSMC,mix.SimpleMixture$Builder,exec_41,9,true,2.004216E7,30817
SSMC,mix.SimpleMixture$Builder,exec_41,10,true,4.03515E7,60861
SSMC,mix.SimpleMixture$Builder,exec_41,11,true,8.0711235E7,120499
SSMC,mix.SimpleMixture$Builder,exec_41,12,true,1.62175515E8,241311
SSMC,mix.SimpleMixture$Builder,exec_41,13,true,3.2502264E8,481008
SSMC,mix.SimpleMixture$Builder,exec_41,14,false,6.50243835E8,946974
PT-20,mix.SimpleMixture$Builder,exec_37,0,true,54900,1615
PT-20,mix.SimpleMixture$Builder,exec_37,1,true,91500,205
PT-20,mix.SimpleMixture$Builder,exec_37,2,true,183000,475
PT-20,mix.SimpleMixture$Builder,exec_37,3,true,366000,760
PT-20,mix.SimpleMixture$Builder,exec_37,4,true,732000,1413
PT-20,mix.SimpleMixture$Builder,exec_37,5,true,1464000,2772
PT-20,mix.SimpleMixture$Builder,exec_37,6,true,2928000,5490
PT-20,mix.SimpleMixture$Builder,exec_37,7,true,5856000,10919
PT-20,mix.SimpleMixture$Builder,exec_37,8,true,11712000,21387
PT-20,mix.SimpleMixture$Builder,exec_37,9,true,23424000,39594
PT-20,mix.SimpleMixture$Builder,exec_37,10,true,46848000,77264
PT-20,mix.SimpleMixture$Builder,exec_37,11,true,93714300,154324
PT-20,mix.SimpleMixture$Builder,exec_37,12,true,187410300,309792
PT-20,mix.SimpleMixture$Builder,exec_37,13,false,374784000,617931
SSMC,demos.ToyMix$Builder,exec_12,0,true,75.0,133
SSMC,demos.ToyMix$Builder,exec_12,1,true,192.0,34
SSMC,demos.ToyMix$Builder,exec_12,2,true,432.0,49
SSMC,demos.ToyMix$Builder,exec_12,3,true,867.0,75
SSMC,demos.ToyMix$Builder,exec_12,4,true,1875.0,99
SSMC,demos.ToyMix$Builder,exec_12,5,true,3888.0,112
SSMC,demos.ToyMix$Builder,exec_12,6,true,7803.0,104
SSMC,demos.ToyMix$Builder,exec_12,7,true,15987.0,215
SSMC,demos.ToyMix$Builder,exec_12,8,true,32448.0,268
SSMC,demos.ToyMix$Builder,exec_12,9,true,65712.0,421
SSMC,demos.ToyMix$Builder,exec_12,10,true,132300.0,483
SSMC,demos.ToyMix$Builder,exec_12,11,true,264627.0,828
SSMC,demos.ToyMix$Builder,exec_12,12,true,531723.0,1675
SSMC,demos.ToyMix$Builder,exec_12,13,true,1065648.0,3214
SSMC,demos.ToyMix$Builder,exec_12,14,false,2131947.0,6094
SAIS,blang.validation.internals.fixtures.Diffusion$Builder,exec_5,0,true,675.0,108
SAIS,blang.validation.internals.fixtures.Diffusion$Builder,exec_5,1,true,1728.0,29
SAIS,blang.validation.internals.fixtures.Diffusion$Builder,exec_5,2,true,3888.0,35
SAIS,blang.validation.internals.fixtures.Diffusion$Builder,exec_5,3,true,7803.0,46
SAIS,blang.validation.internals.fixtures.Diffusion$Builder,exec_5,4,true,16875.0,50
SAIS,blang.validation.internals.fixtures.Diffusion$Builder,exec_5,5,true,34992.0,65
SAIS,blang.validation.internals.fixtures.Diffusion$Builder,exec_5,6,true,70227.0,75
SAIS,blang.validation.internals.fixtures.Diffusion$Builder,exec_5,7,true,143883.0,145
SAIS,blang.validation.internals.fixtures.Diffusion$Builder,exec_5,8,true,292032.0,273
SAIS,blang.validation.internals.fixtures.Diffusion$Builder,exec_5,9,true,591408.0,302
SAIS,blang.validation.internals.fixtures.Diffusion$Builder,exec_5,10,true,1190700.0,440
SAIS,blang.validation.internals.fixtures.Diffusion$Builder,exec_5,11,true,2381643.0,591
SAIS,blang.validation.internals.fixtures.Diffusion$Builder,exec_5,12,true,4785507.0,1325
SAIS,blang.validation.internals.fixtures.Diffusion$Builder,exec_5,13,true,9590832.0,1851
SAIS,blang.validation.internals.fixtures.Diffusion$Builder,exec_5,14,false,1.9187523E7,3563
PT-20,demos.PhylogeneticTree$Builder,exec_33,0,true,720,364
PT-20,demos.PhylogeneticTree$Builder,exec_33,1,true,1200,228
PT-20,demos.PhylogeneticTree$Builder,exec_33,2,true,2400,434
PT-20,demos.PhylogeneticTree$Builder,exec_33,3,true,4800,746
PT-20,demos.PhylogeneticTree$Builder,exec_33,4,true,9600,1169
PT-20,demos.PhylogeneticTree$Builder,exec_33,5,true,19200,1910
PT-20,demos.PhylogeneticTree$Builder,exec_33,6,true,38400,3581
PT-20,demos.PhylogeneticTree$Builder,exec_33,7,true,76800,6921
PT-20,demos.PhylogeneticTree$Builder,exec_33,8,true,153600,13864
PT-20,demos.PhylogeneticTree$Builder,exec_33,9,true,307200,27490
PT-20,demos.PhylogeneticTree$Builder,exec_33,10,true,614400,38436
PT-20,demos.PhylogeneticTree$Builder,exec_33,11,true,1229040,72854
PT-20,demos.PhylogeneticTree$Builder,exec_33,12,true,2457840,146879
PT-20,demos.PhylogeneticTree$Builder,exec_33,13,false,4915200,295304
SSMC,demos.AnnealedMVN$Builder,exec_4,0,true,375.0,100
SSMC,demos.AnnealedMVN$Builder,exec_4,1,true,960.0,27
SSMC,demos.AnnealedMVN$Builder,exec_4,2,true,2160.0,40
SSMC,demos.AnnealedMVN$Builder,exec_4,3,true,4335.0,38
SSMC,demos.AnnealedMVN$Builder,exec_4,4,true,9375.0,52
SSMC,demos.AnnealedMVN$Builder,exec_4,5,true,19440.0,60
SSMC,demos.AnnealedMVN$Builder,exec_4,6,true,39015.0,88
SSMC,demos.AnnealedMVN$Builder,exec_4,7,true,79935.0,116
SSMC,demos.AnnealedMVN$Builder,exec_4,8,true,162240.0,189
SSMC,demos.AnnealedMVN$Builder,exec_4,9,true,328560.0,315
SSMC,demos.AnnealedMVN$Builder,exec_4,10,true,661500.0,408
SSMC,demos.AnnealedMVN$Builder,exec_4,11,true,1323135.0,460
SSMC,demos.AnnealedMVN$Builder,exec_4,12,true,2658615.0,827
SSMC,demos.AnnealedMVN$Builder,exec_4,13,true,5328240.0,2004
SSMC,demos.AnnealedMVN$Builder,exec_4,14,false,1.0659735E7,2839
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_17,0,true,1620,91
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_17,1,true,2700,28
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_17,2,true,5400,60
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_17,3,true,10800,60
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_17,4,true,21600,116
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_17,5,true,43200,165
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_17,6,true,86400,304
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_17,7,true,172800,480
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_17,8,true,345600,750
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_17,9,true,691200,1469
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_17,10,true,1382400,2913
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_17,11,true,2765340,5749
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_17,12,true,5530140,11500
PT-20,blang.validation.internals.fixtures.Diffusion$Builder,exec_17,13,false,11059200,23099
SSMC,demos.XY$Builder,exec_13,0,true,1875.0,125
SSMC,demos.XY$Builder,exec_13,1,true,4800.0,40
SSMC,demos.XY$Builder,exec_13,2,true,10800.0,78
SSMC,demos.XY$Builder,exec_13,3,true,21675.0,127
SSMC,demos.XY$Builder,exec_13,4,true,46875.0,105
SSMC,demos.XY$Builder,exec_13,5,true,97200.0,99
SSMC,demos.XY$Builder,exec_13,6,true,195075.0,134
SSMC,demos.XY$Builder,exec_13,7,true,399675.0,183
SSMC,demos.XY$Builder,exec_13,8,true,811200.0,332
SSMC,demos.XY$Builder,exec_13,9,true,1642800.0,555
SSMC,demos.XY$Builder,exec_13,10,true,3307500.0,954
SSMC,demos.XY$Builder,exec_13,11,true,6615675.0,1726
SSMC,demos.XY$Builder,exec_13,12,true,1.3293075E7,3492
SSMC,demos.XY$Builder,exec_13,13,true,2.66412E7,6628
SSMC,demos.XY$Builder,exec_13,14,false,5.3298675E7,13050
SAIS,mix.SimpleMixture$Builder,exec_40,0,true,22875.0,614
SAIS,mix.SimpleMixture$Builder,exec_40,1,true,58560.0,248
SAIS,mix.SimpleMixture$Builder,exec_40,2,true,131760.0,637
SAIS,mix.SimpleMixture$Builder,exec_40,3,true,264435.0,692
SAIS,mix.SimpleMixture$Builder,exec_40,4,true,571875.0,1422
SAIS,mix.SimpleMixture$Builder,exec_40,5,true,1185840.0,2826
SAIS,mix.SimpleMixture$Builder,exec_40,6,true,2379915.0,5140
SAIS,mix.SimpleMixture$Builder,exec_40,7,true,4876035.0,9997
SAIS,mix.SimpleMixture$Builder,exec_40,8,true,9896640.0,14904
SAIS,mix.SimpleMixture$Builder,exec_40,9,true,2.004216E7,29897
SAIS,mix.SimpleMixture$Builder,exec_40,10,true,4.03515E7,59412
SAIS,mix.SimpleMixture$Builder,exec_40,11,true,8.0711235E7,120807
SAIS,mix.SimpleMixture$Builder,exec_40,12,true,1.62175515E8,233619
SAIS,mix.SimpleMixture$Builder,exec_40,13,true,3.2502264E8,469374
SAIS,mix.SimpleMixture$Builder,exec_40,14,false,6.50243835E8,940655
PT-10,demos.DiscreteMultimodal$Builder,exec_28,0,true,180,113
PT-10,demos.DiscreteMultimodal$Builder,exec_28,1,true,300,30
PT-10,demos.DiscreteMultimodal$Builder,exec_28,2,true,600,38
PT-10,demos.DiscreteMultimodal$Builder,exec_28,3,true,1200,52
PT-10,demos.DiscreteMultimodal$Builder,exec_28,4,true,2400,114
PT-10,demos.DiscreteMultimodal$Builder,exec_28,5,true,4800,114
PT-10,demos.DiscreteMultimodal$Builder,exec_28,6,true,9600,261
PT-10,demos.DiscreteMultimodal$Builder,exec_28,7,true,19200,609
PT-10,demos.DiscreteMultimodal$Builder,exec_28,8,true,38400,1069
PT-10,demos.DiscreteMultimodal$Builder,exec_28,9,true,76800,1849
PT-10,demos.DiscreteMultimodal$Builder,exec_28,10,true,153600,3753
PT-10,demos.DiscreteMultimodal$Builder,exec_28,11,true,307200,7161
PT-10,demos.DiscreteMultimodal$Builder,exec_28,12,true,614460,14419
PT-10,demos.DiscreteMultimodal$Builder,exec_28,13,true,1228860,28574
PT-10,demos.DiscreteMultimodal$Builder,exec_28,14,false,2457600,57810
PT-20,ode.MRNATransfection$Builder,exec_31,0,true,900,608
PT-20,ode.MRNATransfection$Builder,exec_31,1,true,1500,68
PT-20,ode.MRNATransfection$Builder,exec_31,2,true,3000,95
PT-20,ode.MRNATransfection$Builder,exec_31,3,true,6000,130
PT-20,ode.MRNATransfection$Builder,exec_31,4,true,12000,277
PT-20,ode.MRNATransfection$Builder,exec_31,5,true,24000,382
PT-20,ode.MRNATransfection$Builder,exec_31,6,true,48000,800
PT-20,ode.MRNATransfection$Builder,exec_31,7,true,96000,1360
PT-20,ode.MRNATransfection$Builder,exec_31,8,true,192000,2695
PT-20,ode.MRNATransfection$Builder,exec_31,9,true,384000,5387
PT-20,ode.MRNATransfection$Builder,exec_31,10,true,768000,10605
PT-20,ode.MRNATransfection$Builder,exec_31,11,true,1536300,21292
PT-20,ode.MRNATransfection$Builder,exec_31,12,true,3072300,39979
PT-20,ode.MRNATransfection$Builder,exec_31,13,false,6144000,80117
